n,algorithm,scenario,k,p,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
200,2,2,6,10,400,20,20,5,1,1,5,3.04437589645386,0.07,-3065.81083289511
500,2,2,6,10,400,20,20,5,1,1,5,10.9553468227386,0.066,-8037.26078078271
1000,2,2,6,10,400,20,20,5,1,1,5,23.9485950469971,0.024,-16168.0295224744
200,3,2,6,10,400,20,20,5,1,1,5,15.1284511089325,0.125,-3405.01640758847
500,3,2,6,10,400,20,20,5,1,1,5,41.3026528358459,0.07,-8294.36068405021
1000,3,2,6,10,400,20,20,5,1,1,5,69.3855509757996,0.037,-16733.7611973996
200,1,1,3,4,100,20,20,5,1,2,5,0.101727962493896,0.03,-1350.31289551181
500,1,1,3,4,100,20,20,5,1,2,5,0.281247854232788,0.036,-3368.07096582382
1000,1,1,3,4,100,20,20,5,1,2,5,0.433840036392212,0.03,-6659.37944499079
200,2,1,3,4,100,20,20,5,1,2,5,0.192486047744751,0.025,-1212.66960011182
500,2,1,3,4,100,20,20,5,1,2,5,0.979059934616089,0.024,-3011.76840081929
1000,2,1,3,4,100,20,20,5,1,2,5,3.7519679069519,0.017,-6057.62295406463
200,3,1,3,4,100,20,20,5,1,2,5,0.576457977294922,0.03,-1350.31289551181
500,3,1,3,4,100,20,20,5,1,2,5,1.35736894607544,0.036,-3368.07096582382
1000,3,1,3,4,100,20,20,5,1,2,5,2.1313009262085,0.03,-6659.37944499079
200,1,2,3,4,100,20,20,5,1,2,5,0.116688966751099,0.085,-1781.34520822478
500,1,2,3,4,100,20,20,5,1,2,5,0.269279956817627,0.06,-4297.62553967855
1000,1,2,3,4,100,20,20,5,1,2,5,0.41640305519104,0.05,-8659.13158218294
200,2,2,3,4,100,20,20,5,1,2,5,0.216421127319336,0.03,-1608.46413736481
500,2,2,3,4,100,20,20,5,1,2,5,0.775925159454346,0.02,-4000.22484051843
1000,2,2,3,4,100,20,20,5,1,2,5,3.31611680984497,0.022,-8038.56004760946
200,3,2,3,4,100,20,20,5,1,2,5,0.551526069641113,0.085,-1781.34520822478
500,3,2,3,4,100,20,20,5,1,2,5,1.57678294181824,0.06,-4297.62553967855
1000,3,2,3,4,100,20,20,5,1,2,5,2.26199102401733,0.05,-8659.13158218294
200,1,1,6,4,100,20,20,5,1,2,5,0.227391958236694,0.03,-1513.62029410069
500,1,1,6,4,100,20,20,5,1,2,5,0.574462890625,0.026,-3711.78611360851
1000,1,1,6,4,100,20,20,5,1,2,5,0.830779075622559,0.033,-7639.5648141406
200,2,1,6,4,100,20,20,5,1,2,5,0.310170888900757,0.02,-1323.33394809688
500,2,1,6,4,100,20,20,5,1,2,5,1.20777416229248,0.018,-3306.03686605669
1000,2,1,6,4,100,20,20,5,1,2,5,4.41220092773438,0.02,-6656.97135376128
200,3,1,6,4,100,20,20,5,1,2,5,1.22173285484314,0.035,-1562.61421696588
500,3,1,6,4,100,20,20,5,1,2,5,2.85857200622559,0.026,-3784.74862139755
1000,3,1,6,4,100,20,20,5,1,2,5,4.26824593544006,0.033,-7639.5648141406
200,1,2,6,4,100,20,20,5,1,2,5,0.305207014083862,0.045,-1873.44493026057
500,1,2,6,4,100,20,20,5,1,2,5,0.768943786621094,0.052,-4608.39823513011
1000,1,2,6,4,100,20,20,5,1,2,5,1.16887497901917,0.047,-9277.43556307736
200,2,2,6,4,100,20,20,5,1,2,5,0.353055953979492,0.04,-1698.12158771065
500,2,2,6,4,100,20,20,5,1,2,5,1.35138607025146,0.046,-4286.02214004566
1000,2,2,6,4,100,20,20,5,1,2,5,4.53423309326172,0.021,-8632.7813970306
200,3,2,6,4,100,20,20,5,1,2,5,1.41022801399231,0.045,-1873.44493026057
500,3,2,6,4,100,20,20,5,1,2,5,3.63535904884338,0.042,-4605.51623994628
1000,3,2,6,4,100,20,20,5,1,2,5,5.95507597923279,0.047,-9275.03287190124
200,1,1,3,10,100,20,20,5,1,2,5,0.329119920730591,0.085,-2816.7133506746
500,1,1,3,10,100,20,20,5,1,2,5,0.902587175369263,0.048,-7133.52906027287
1000,1,1,3,10,100,20,20,5,1,2,5,1.48502802848816,0.051,-14315.3337028159
200,2,1,3,10,100,20,20,5,1,2,5,0.424864053726196,0.05,-2655.74178690673
500,2,1,3,10,100,20,20,5,1,2,5,1.3932728767395,0.024,-6784.22239234883
1000,2,1,3,10,100,20,20,5,1,2,5,4.85779190063477,0.017,-13654.6791139271
200,3,1,3,10,100,20,20,5,1,2,5,1.91487908363342,0.085,-2816.7133506746
500,3,1,3,10,100,20,20,5,1,2,5,4.22071290016174,0.048,-7133.52906027287
1000,3,1,3,10,100,20,20,5,1,2,5,7.04117107391357,0.051,-14315.3337028159
200,1,2,3,10,100,20,20,5,1,2,5,0.365025043487549,0.065,-3164.59111400883
500,1,2,3,10,100,20,20,5,1,2,5,0.579450845718384,0.064,-8056.08808529973
1000,1,2,3,10,100,20,20,5,1,2,5,0.914553880691528,0.063,-16249.7106198471
200,2,2,3,10,100,20,20,5,1,2,5,0.467748880386353,0.04,-3043.81380445617
500,2,2,3,10,100,20,20,5,1,2,5,1.14048504829407,0.024,-7779.96189126223
1000,2,2,3,10,100,20,20,5,1,2,5,4.13916301727295,0.032,-15612.4079855176
200,3,2,3,10,100,20,20,5,1,2,5,1.69646406173706,0.065,-3164.59111400883
500,3,2,3,10,100,20,20,5,1,2,5,3.0528359413147,0.064,-8056.08808529973
1000,3,2,3,10,100,20,20,5,1,2,5,4.55284905433655,0.063,-16249.7106198471
200,1,1,6,10,100,20,20,5,1,2,5,0.572468996047974,0.29,-3064.13890492226
500,1,1,6,10,100,20,20,5,1,2,5,1.86601090431213,0.162,-7673.21452258647
1000,1,1,6,10,100,20,20,5,1,2,5,2.91021704673767,0.156,-15221.3384292066
200,2,1,6,10,100,20,20,5,1,2,5,0.665220975875854,0.055,-2635.2555006756
500,2,1,6,10,100,20,20,5,1,2,5,2.64647603034973,0.018,-7015.42045638097
1000,2,1,6,10,100,20,20,5,1,2,5,7.27610301971436,0.02,-14174.3931318579
200,3,1,6,10,100,20,20,5,1,2,5,3.13461780548096,0.24,-2980.41040833032
500,3,1,6,10,100,20,20,5,1,2,5,9.98430013656616,0.036,-7639.66574242718
1000,3,1,6,10,100,20,20,5,1,2,5,15.6132490634918,0.038,-15181.0676571248
200,1,2,6,10,100,20,20,5,1,2,5,0.92253303527832,0.215,-3278.99539423924
500,1,2,6,10,100,20,20,5,1,2,5,2.0665009021759,0.15,-8600.3073202911
1000,1,2,6,10,100,20,20,5,1,2,5,3.3211190700531,0.056,-16805.7560187265
200,2,2,6,10,100,20,20,5,1,2,5,0.982371091842651,0.11,-3058.24759364918
500,2,2,6,10,100,20,20,5,1,2,5,2.69832301139832,0.036,-7989.12496497307
1000,2,2,6,10,100,20,20,5,1,2,5,6.56192111968994,0.028,-16146.3938834667
200,3,2,6,10,100,20,20,5,1,2,5,4.16187000274658,0.16,-3311.6766755334
500,3,2,6,10,100,20,20,5,1,2,5,11.3769068717957,0.086,-8394.64258716078
1000,3,2,6,10,100,20,20,5,1,2,5,18.1980419158936,0.041,-16977.4100961453
200,1,1,3,4,400,20,20,5,1,2,5,0.412896871566772,0.03,-1350.31289551181
500,1,1,3,4,400,20,20,5,1,2,5,1.19979214668274,0.036,-3368.07096582382
1000,1,1,3,4,400,20,20,5,1,2,5,1.77624988555908,0.03,-6659.37944499079
200,2,1,3,4,400,20,20,5,1,2,5,0.799860954284668,0.025,-1212.66960011182
500,2,1,3,4,400,20,20,5,1,2,5,3.38108110427856,0.024,-3011.76840081929
1000,2,1,3,4,400,20,20,5,1,2,5,14.2009959220886,0.017,-6057.62295406463
200,3,1,3,4,400,20,20,5,1,2,5,2.02065491676331,0.03,-1350.31289551181
500,3,1,3,4,400,20,20,5,1,2,5,6.13359999656677,0.036,-3368.07096582382
1000,3,1,3,4,400,20,20,5,1,2,5,8.90429878234863,0.03,-6659.37944499079
200,1,2,3,4,400,20,20,5,1,2,5,0.503590106964111,0.085,-1781.34520822478
500,1,2,3,4,400,20,20,5,1,2,5,1.23968505859375,0.06,-4297.62553967855
1000,1,2,3,4,400,20,20,5,1,2,5,1.69745898246765,0.05,-8659.13158218294
200,2,2,3,4,400,20,20,5,1,2,5,1.06760406494141,0.03,-1608.46413736481
500,2,2,3,4,400,20,20,5,1,2,5,3.25494408607483,0.02,-4000.22484051843
1000,2,2,3,4,400,20,20,5,1,2,5,14.3924860954285,0.022,-8038.56004760946
200,3,2,3,4,400,20,20,5,1,2,5,2.10736489295959,0.085,-1781.34520822478
500,3,2,3,4,400,20,20,5,1,2,5,6.17218112945557,0.06,-4297.62553967855
1000,3,2,3,4,400,20,20,5,1,2,5,8.66787791252136,0.05,-8659.13158218294
200,1,1,6,4,400,20,20,5,1,2,5,0.911563158035278,0.035,-1562.61421696588
500,1,1,6,4,400,20,20,5,1,2,5,2.62735199928284,0.022,-3838.41873504841
1000,1,1,6,4,400,20,20,5,1,2,5,3.91652703285217,0.033,-7639.5648141406
200,2,1,6,4,400,20,20,5,1,2,5,1.24521684646606,0.02,-1323.33394809688
500,2,1,6,4,400,20,20,5,1,2,5,4.45535588264465,0.018,-3305.26284639187
1000,2,1,6,4,400,20,20,5,1,2,5,19.1959111690521,0.02,-6656.97135376128
200,3,1,6,4,400,20,20,5,1,2,5,4.87846398353577,0.035,-1561.00547630564
500,3,1,6,4,400,20,20,5,1,2,5,11.5637340545654,0.026,-3784.74862139755
1000,3,1,6,4,400,20,20,5,1,2,5,17.292277097702,0.033,-7639.5648141406
200,1,2,6,4,400,20,20,5,1,2,5,1.02625608444214,0.045,-1873.44493026057
500,1,2,6,4,400,20,20,5,1,2,5,3.1635410785675,0.042,-4605.51623994628
1000,1,2,6,4,400,20,20,5,1,2,5,4.82610416412354,0.047,-9275.03287190124
200,2,2,6,4,400,20,20,5,1,2,5,1.60157299041748,0.04,-1697.65055467672
500,2,2,6,4,400,20,20,5,1,2,5,5.54255700111389,0.046,-4286.02214004566
1000,2,2,6,4,400,20,20,5,1,2,5,16.4149730205536,0.021,-8631.87859095152
200,3,2,6,4,400,20,20,5,1,2,5,5.06345915794373,0.065,-1907.39326311358
500,3,2,6,4,400,20,20,5,1,2,5,15.5136730670929,0.042,-4605.51623994628
1000,3,2,6,4,400,20,20,5,1,2,5,24.0436239242554,0.042,-9325.49856085462
200,1,1,3,10,400,20,20,5,1,2,5,1.65531992912292,0.085,-2816.7133506746
500,1,1,3,10,400,20,20,5,1,2,5,3.6936469078064,0.048,-7133.52906027287
1000,1,1,3,10,400,20,20,5,1,2,5,6.13040995597839,0.051,-14315.3337028159
200,2,1,3,10,400,20,20,5,1,2,5,1.73429179191589,0.05,-2655.74178690673
500,2,1,3,10,400,20,20,5,1,2,5,5.83240294456482,0.024,-6784.22239234883
1000,2,1,3,10,400,20,20,5,1,2,5,19.1089119911194,0.017,-13654.6791139271
200,3,1,3,10,400,20,20,5,1,2,5,7.21224904060364,0.07,-2797.82076731805
500,3,1,3,10,400,20,20,5,1,2,5,17.4724490642548,0.048,-7133.52906027287
1000,3,1,3,10,400,20,20,5,1,2,5,29.1237170696259,0.044,-14303.3049479147
200,1,2,3,10,400,20,20,5,1,2,5,1.33542895317078,0.065,-3164.59111400883
500,1,2,3,10,400,20,20,5,1,2,5,2.61101698875427,0.064,-8056.08808529973
1000,1,2,3,10,400,20,20,5,1,2,5,3.87057781219482,0.063,-16249.7106198471
200,2,2,3,10,400,20,20,5,1,2,5,1.66953492164612,0.04,-3043.81380445617
500,2,2,3,10,400,20,20,5,1,2,5,4.47725319862366,0.024,-7779.96189126223
1000,2,2,3,10,400,20,20,5,1,2,5,16.2540650367737,0.03,-15610.6572971596
200,3,2,3,10,400,20,20,5,1,2,5,6.85488486289978,0.065,-3164.59111400883
500,3,2,3,10,400,20,20,5,1,2,5,12.4473369121552,0.064,-8056.08808529973
1000,3,2,3,10,400,20,20,5,1,2,5,18.2364990711212,0.063,-16249.7106198471
200,1,1,6,10,400,20,20,5,1,2,5,2.44048500061035,0.24,-2980.41040833032
500,1,1,6,10,400,20,20,5,1,2,5,7.68928694725037,0.036,-7639.66574242718
1000,1,1,6,10,400,20,20,5,1,2,5,12.7022528648376,0.038,-15181.0676571248
200,2,1,6,10,400,20,20,5,1,2,5,2.84691309928894,0.055,-2635.39416371339
500,2,1,6,10,400,20,20,5,1,2,5,9.71332907676697,0.018,-7015.73849223186
1000,2,1,6,10,400,20,20,5,1,2,5,26.4036130905151,0.02,-14175.8952644752
200,3,1,6,10,400,20,20,5,1,2,5,12.4011211395264,0.24,-2980.41040833032
500,3,1,6,10,400,20,20,5,1,2,5,37.9454379081726,0.042,-7495.33778254609
1000,3,1,6,10,400,20,20,5,1,2,5,64.0437879562378,0.034,-15205.7479820488
200,1,2,6,10,400,20,20,5,1,2,5,3.17750215530396,0.16,-3311.6766755334
500,1,2,6,10,400,20,20,5,1,2,5,8.86628890037537,0.086,-8394.64258716078
1000,1,2,6,10,400,20,20,5,1,2,5,14.3421790599823,0.041,-16977.4100961453
200,2,2,6,10,400,20,20,5,1,2,5,3.68068099021912,0.1,-3050.60508240938
500,2,2,6,10,400,20,20,5,1,2,5,10.6500549316406,0.034,-7988.82300198875
1000,2,2,6,10,400,20,20,5,1,2,5,27.1914870738983,0.028,-16146.3938834667
200,3,2,6,10,400,20,20,5,1,2,5,16.0088558197021,0.16,-3311.6766755334
500,3,2,6,10,400,20,20,5,1,2,5,44.5022358894348,0.056,-8295.74827456763
1000,3,2,6,10,400,20,20,5,1,2,5,71.095134973526,0.048,-16854.5960979833
200,1,1,3,4,100,20,20,5,1,1,6,0.106714963912964,0.03,-1323.04798914214
500,1,1,3,4,100,20,20,5,1,1,6,0.298202991485596,0.034,-3346.71737238838
1000,1,1,3,4,100,20,20,5,1,1,6,0.413893938064575,0.041,-6667.13740660764
200,2,1,3,4,100,20,20,5,1,1,6,0.198468923568726,0.02,-1173.90999607466
500,2,1,3,4,100,20,20,5,1,1,6,0.754980802536011,0.02,-3008.82560023781
1000,2,1,3,4,100,20,20,5,1,1,6,3.65878796577454,0.019,-6048.86634015599
200,3,1,3,4,100,20,20,5,1,1,6,0.451792001724243,0.03,-1323.04798914214
500,3,1,3,4,100,20,20,5,1,1,6,1.44481301307678,0.034,-3347.81756608073
1000,3,1,3,4,100,20,20,5,1,1,6,2.04253816604614,0.041,-6667.13740660764
200,1,2,3,4,100,20,20,5,1,1,6,0.0957441329956055,0.06,-1729.89725478428
500,1,2,3,4,100,20,20,5,1,1,6,0.281247138977051,0.07,-4349.84624157964
1000,1,2,3,4,100,20,20,5,1,1,6,0.463759899139404,0.057,-8767.22789140742
200,2,2,3,4,100,20,20,5,1,1,6,0.176527976989746,0.04,-1564.32400617163
500,2,2,3,4,100,20,20,5,1,1,6,0.768943071365356,0.038,-3973.96748833759
1000,2,2,3,4,100,20,20,5,1,1,6,3.25230288505554,0.03,-8001.84872093308
200,3,2,3,4,100,20,20,5,1,1,6,0.495675086975098,0.06,-1729.89725478428
500,3,2,3,4,100,20,20,5,1,1,6,1.46958589553833,0.07,-4349.84624157964
1000,3,2,3,4,100,20,20,5,1,1,6,2.36519503593445,0.057,-8767.22789140742
200,1,1,6,4,100,20,20,5,1,1,6,0.225396871566772,0.175,-1531.82530898173
500,1,1,6,4,100,20,20,5,1,1,6,0.584437131881714,0.024,-3731.33080881926
1000,1,1,6,4,100,20,20,5,1,1,6,0.84775185585022,0.039,-7740.19546376671
200,2,1,6,4,100,20,20,5,1,1,6,0.358042001724243,0.01,-1282.98961837058
500,2,1,6,4,100,20,20,5,1,1,6,1.13396787643433,0.016,-3299.84329173999
1000,2,1,6,4,100,20,20,5,1,1,6,4.60956406593323,0.023,-6649.1245232259
200,3,1,6,4,100,20,20,5,1,1,6,1.19979214668274,0.02,-1496.11085241658
500,3,1,6,4,100,20,20,5,1,1,6,2.81970000267029,0.024,-3730.38471240216
1000,3,1,6,4,100,20,20,5,1,1,6,4.04309296607971,0.039,-7740.19546376671
200,1,2,6,4,100,20,20,5,1,1,6,0.350064039230347,0.06,-1806.13580086356
500,1,2,6,4,100,20,20,5,1,1,6,0.818811893463135,0.052,-4617.09804039882
1000,1,2,6,4,100,20,20,5,1,1,6,1.17896199226379,0.061,-9154.62872013252
200,2,2,6,4,100,20,20,5,1,1,6,0.387963056564331,0.065,-1667.77716674174
500,2,2,6,4,100,20,20,5,1,1,6,1.43298196792603,0.042,-4266.50661535179
1000,2,2,6,4,100,20,20,5,1,1,6,4.97637891769409,0.038,-8615.22503675626
200,3,2,6,4,100,20,20,5,1,1,6,1.50497603416443,0.06,-1806.13580086356
500,3,2,6,4,100,20,20,5,1,1,6,3.76293587684631,0.054,-4562.35931504864
1000,3,2,6,4,100,20,20,5,1,1,6,5.94413304328918,0.064,-9346.92940953078
200,1,1,3,10,100,20,20,5,1,1,6,0.416884899139404,0.035,-2777.66862472114
500,1,1,3,10,100,20,20,5,1,1,6,0.93150782585144,0.048,-7072.16263693731
1000,1,1,3,10,100,20,20,5,1,1,6,1.38230299949646,0.067,-14157.3124754081
200,2,1,3,10,100,20,20,5,1,1,6,0.457776069641113,0.025,-2625.10639935792
500,2,1,3,10,100,20,20,5,1,1,6,1.42883586883545,0.028,-6787.02476844317
1000,2,1,3,10,100,20,20,5,1,1,6,4.10302686691284,0.026,-13591.156052955
200,3,1,3,10,100,20,20,5,1,1,6,1.88595604896545,0.03,-2785.66438008317
500,3,1,3,10,100,20,20,5,1,1,6,4.60368895530701,0.048,-7072.16263693731
1000,3,1,3,10,100,20,20,5,1,1,6,7.30802798271179,0.067,-14157.3124754081
200,1,2,3,10,100,20,20,5,1,1,6,0.358042001724243,0.08,-3182.90763704519
500,1,2,3,10,100,20,20,5,1,1,6,0.66432785987854,0.076,-8097.76266105821
1000,1,2,3,10,100,20,20,5,1,1,6,0.995337963104248,0.075,-16266.6915177718
200,2,2,3,10,100,20,20,5,1,1,6,0.413892984390259,0.05,-3020.52272433788
500,2,2,3,10,100,20,20,5,1,1,6,1.29254412651062,0.044,-7735.49954856882
1000,2,2,3,10,100,20,20,5,1,1,6,4.67130088806152,0.034,-15548.276646273
200,3,2,3,10,100,20,20,5,1,1,6,1.71367192268372,0.08,-3196.2083107236
500,3,2,3,10,100,20,20,5,1,1,6,3.18506979942322,0.076,-8097.76266105821
1000,3,2,3,10,100,20,20,5,1,1,6,5.04215288162231,0.075,-16266.6915177718
200,1,1,6,10,100,20,20,5,1,1,6,0.734038829803467,0.15,-2992.69190370069
500,1,1,6,10,100,20,20,5,1,1,6,1.93781805038452,0.198,-7435.51917357022
1000,1,1,6,10,100,20,20,5,1,1,6,3.15808415412903,0.044,-15030.1564443475
200,2,1,6,10,100,20,20,5,1,1,6,0.926523208618164,0.04,-2629.67017827424
500,2,1,6,10,100,20,20,5,1,1,6,2.8005108833313,0.02,-7003.82469323127
1000,2,1,6,10,100,20,20,5,1,1,6,6.54848790168762,0.033,-14097.2209688584
200,3,1,6,10,100,20,20,5,1,1,6,3.46530103683472,0.15,-2992.69190370069
500,3,1,6,10,100,20,20,5,1,1,6,10.254576921463,0.19,-7633.20056995868
1000,3,1,6,10,100,20,20,5,1,1,6,16.2079510688782,0.044,-15034.6480642454
200,1,2,6,10,100,20,20,5,1,1,6,0.790885925292969,0.185,-3397.04862450992
500,1,2,6,10,100,20,20,5,1,1,6,2.39127802848816,0.076,-8337.9007004682
1000,1,2,6,10,100,20,20,5,1,1,6,3.67374587059021,0.093,-16840.1139676711
200,2,2,6,10,100,20,20,5,1,1,6,0.931509017944336,0.11,-3086.35824413671
500,2,2,6,10,100,20,20,5,1,1,6,3.09472393989563,0.054,-7955.12703405903
1000,2,2,6,10,100,20,20,5,1,1,6,7.43265700340271,0.055,-16062.9215131023
200,3,2,6,10,100,20,20,5,1,1,6,4.1000349521637,0.185,-3397.04862450992
500,3,2,6,10,100,20,20,5,1,1,6,12.1096658706665,0.076,-8337.9007004682
1000,3,2,6,10,100,20,20,5,1,1,6,18.3892171382904,0.064,-16648.1449796014
200,1,1,3,4,400,20,20,5,1,1,6,0.392949104309082,0.03,-1323.04798914214
500,1,1,3,4,400,20,20,5,1,1,6,1.19081616401672,0.034,-3347.81756608073
1000,1,1,3,4,400,20,20,5,1,1,6,1.72638392448425,0.041,-6667.13740660764
200,2,1,3,4,400,20,20,5,1,1,6,0.709104061126709,0.02,-1173.90999607466
500,2,1,3,4,400,20,20,5,1,1,6,3.29529905319214,0.02,-3008.82560023781
1000,2,1,3,4,400,20,20,5,1,1,6,15.3861150741577,0.019,-6048.86634015599
200,3,1,3,4,400,20,20,5,1,1,6,1.94795703887939,0.03,-1323.04798914214
500,3,1,3,4,400,20,20,5,1,1,6,5.65687298774719,0.034,-3347.81756608073
1000,3,1,3,4,400,20,20,5,1,1,6,8.51098108291626,0.041,-6667.13740660764
200,1,2,3,4,400,20,20,5,1,1,6,0.400621175765991,0.06,-1729.89725478428
500,1,2,3,4,400,20,20,5,1,1,6,1.22530698776245,0.07,-4349.84624157964
1000,1,2,3,4,400,20,20,5,1,1,6,1.92186093330383,0.057,-8767.22789140742
200,2,2,3,4,400,20,20,5,1,1,6,0.851722002029419,0.04,-1564.32400617163
500,2,2,3,4,400,20,20,5,1,1,6,3.28573894500732,0.038,-3973.96748833759
1000,2,2,3,4,400,20,20,5,1,1,6,13.7203102111816,0.03,-8001.84872093308
200,3,2,3,4,400,20,20,5,1,1,6,2.08342790603638,0.06,-1729.89725478428
500,3,2,3,4,400,20,20,5,1,1,6,6.04153299331665,0.07,-4349.84624157964
1000,3,2,3,4,400,20,20,5,1,1,6,9.08866000175476,0.057,-8767.22789140742
200,1,1,6,4,400,20,20,5,1,1,6,0.934501171112061,0.02,-1496.11085241658
500,1,1,6,4,400,20,20,5,1,1,6,2.30383896827698,0.024,-3730.38471240216
1000,1,1,6,4,400,20,20,5,1,1,6,3.25728988647461,0.039,-7740.19546376671
200,2,1,6,4,400,20,20,5,1,1,6,1.45762586593628,0.01,-1282.98961837058
500,2,1,6,4,400,20,20,5,1,1,6,4.60468602180481,0.016,-3299.84329173999
1000,2,1,6,4,400,20,20,5,1,1,6,15.0603950023651,0.023,-6649.1245232259
200,3,1,6,4,400,20,20,5,1,1,6,4.87197184562683,0.02,-1516.61474079829
500,3,1,6,4,400,20,20,5,1,1,6,10.9157378673553,0.024,-3730.38471240216
1000,3,1,6,4,400,20,20,5,1,1,6,16.328047990799,0.037,-7563.54171550223
200,1,2,6,4,400,20,20,5,1,1,6,1.16388702392578,0.06,-1806.13580086356
500,1,2,6,4,400,20,20,5,1,1,6,3.44478821754456,0.054,-4562.35931504864
1000,1,2,6,4,400,20,20,5,1,1,6,5.12657690048218,0.064,-9346.92940953078
200,2,2,6,4,400,20,20,5,1,1,6,1.5897490978241,0.065,-1667.77716674174
500,2,2,6,4,400,20,20,5,1,1,6,5.40953397750854,0.042,-4266.50661535179
1000,2,2,6,4,400,20,20,5,1,1,6,18.1207609176636,0.038,-8615.22503675626
200,3,2,6,4,400,20,20,5,1,1,6,5.87693095207214,0.06,-1806.13580086356
500,3,2,6,4,400,20,20,5,1,1,6,14.4895040988922,0.054,-4616.80725613481
1000,3,2,6,4,400,20,20,5,1,1,6,24.4591119289398,0.06,-9156.91643874722
200,1,1,3,10,400,20,20,5,1,1,6,1.47505593299866,0.03,-2785.66438008317
500,1,1,3,10,400,20,20,5,1,1,6,3.70908117294312,0.048,-7072.16263693731
1000,1,1,3,10,400,20,20,5,1,1,6,5.85903787612915,0.067,-14157.3124754081
200,2,1,3,10,400,20,20,5,1,1,6,1.91215491294861,0.025,-2625.10639935792
500,2,1,3,10,400,20,20,5,1,1,6,6.13326382637024,0.028,-6787.02476844317
1000,2,1,3,10,400,20,20,5,1,1,6,20.0267150402069,0.026,-13591.156052955
200,3,1,3,10,400,20,20,5,1,1,6,7.62181401252747,0.035,-2781.51919596054
500,3,1,3,10,400,20,20,5,1,1,6,17.5547249317169,0.048,-7072.16263693731
1000,3,1,3,10,400,20,20,5,1,1,6,28.1495110988617,0.067,-14157.3124754081
200,1,2,3,10,400,20,20,5,1,1,6,1.3628089427948,0.08,-3196.2083107236
500,1,2,3,10,400,20,20,5,1,1,6,2.60503387451172,0.076,-8097.76266105821
1000,1,2,3,10,400,20,20,5,1,1,6,4.04717803001404,0.075,-16266.6915177718
200,2,2,3,10,400,20,20,5,1,1,6,1.73835206031799,0.05,-3020.52272433788
500,2,2,3,10,400,20,20,5,1,1,6,4.92766404151917,0.044,-7735.49954856882
1000,2,2,3,10,400,20,20,5,1,1,6,16.8004710674286,0.034,-15548.276646273
200,3,2,3,10,400,20,20,5,1,1,6,7.01030111312866,0.08,-3196.2083107236
500,3,2,3,10,400,20,20,5,1,1,6,12.3740930557251,0.064,-7979.17740919108
1000,3,2,3,10,400,20,20,5,1,1,6,19.4420621395111,0.069,-16024.0959300785
200,1,1,6,10,400,20,20,5,1,1,6,2.5272421836853,0.15,-2992.69190370069
500,1,1,6,10,400,20,20,5,1,1,6,7.99913501739502,0.192,-7664.54709136278
1000,1,1,6,10,400,20,20,5,1,1,6,12.4935898780823,0.044,-15030.1564443475
200,2,1,6,10,400,20,20,5,1,1,6,2.98155498504639,0.075,-2642.82377008303
500,2,1,6,10,400,20,20,5,1,1,6,10.5369760990143,0.016,-6997.95851619138
1000,2,1,6,10,400,20,20,5,1,1,6,26.3911108970642,0.033,-14097.2209688584
200,3,1,6,10,400,20,20,5,1,1,6,12.6362118721008,0.15,-2992.69190370069
500,3,1,6,10,400,20,20,5,1,1,6,38.8490698337555,0.054,-7499.21068302317
1000,3,1,6,10,400,20,20,5,1,1,6,62.229336977005,0.045,-15100.5972621055
200,1,2,6,10,400,20,20,5,1,1,6,3.08874082565308,0.185,-3397.04862450992
500,1,2,6,10,400,20,20,5,1,1,6,9.5419180393219,0.076,-8337.9007004682
1000,1,2,6,10,400,20,20,5,1,1,6,14.4340069293976,0.066,-16590.5198657799
200,2,2,6,10,400,20,20,5,1,1,6,3.36985778808594,0.165,-3120.88962130268
500,2,2,6,10,400,20,20,5,1,1,6,12.0320329666138,0.058,-7954.29233012068
1000,2,2,6,10,400,20,20,5,1,1,6,27.6393439769745,0.053,-16062.9436850211
200,3,2,6,10,400,20,20,5,1,1,6,16.7714309692383,0.185,-3316.06045038408
500,3,2,6,10,400,20,20,5,1,1,6,47.4607181549072,0.08,-8339.16395449773
1000,3,2,6,10,400,20,20,5,1,1,6,71.8507740497589,0.078,-16715.7439660533
200,1,1,3,4,100,20,20,5,1,2,6,0.110702991485596,0.03,-1325.31663070599
500,1,1,3,4,100,20,20,5,1,2,6,0.306180953979492,0.036,-3362.22230662327
1000,1,1,3,4,100,20,20,5,1,2,6,0.450792074203491,0.036,-6641.15339379758
200,2,1,3,4,100,20,20,5,1,2,6,0.206448078155518,0.02,-1161.98209570961
500,2,1,3,4,100,20,20,5,1,2,6,0.892612934112549,0.02,-3006.22395821208
1000,2,1,3,4,100,20,20,5,1,2,6,3.65220999717712,0.018,-6038.67646625575
200,3,1,3,4,100,20,20,5,1,2,6,0.490687847137451,0.03,-1325.31663070599
500,3,1,3,4,100,20,20,5,1,2,6,1.53090596199036,0.036,-3362.22230662327
1000,3,1,3,4,100,20,20,5,1,2,6,2.32578301429749,0.036,-6641.15339379758
200,1,2,3,4,100,20,20,5,1,2,6,0.104721069335938,0.06,-1696.98864102782
500,1,2,3,4,100,20,20,5,1,2,6,0.330116987228394,0.056,-4281.5618638512
1000,1,2,3,4,100,20,20,5,1,2,6,0.457252025604248,0.058,-8660.7170092653
200,2,2,3,4,100,20,20,5,1,2,6,0.178522109985352,0.04,-1554.77296430771
