n,algorithm,scenario,k,p,nstart,nsteps,nkeep,equal_weights,opt,balanced,seed,time,error,obj
1000,3,2,6,10,400,20,10,FALSE,HARD,1,34,12.3178069591522,0.043,-15951.727977083
 200,4,2,6,10,400,20,10,FALSE,HARD,1,34,1.22273015975952,0.21,-3101.16217583687
1000,4,2,6,10,400,20,10,FALSE,HARD,1,34,2.43502998352051,0.052,-15953.6546409078
 200,2,1,3, 4,1000,20,10,FALSE,HARD,1,34,0.458773136138916,0,-1201.99253555914
1000,2,1,3, 4,1000,20,10,FALSE,HARD,1,34,2.18770885467529,0.012,-5987.99677112995
 200,3,1,3, 4,1000,20,10,FALSE,HARD,1,34,0.746005058288574,0,-1201.99253555914
1000,3,1,3, 4,1000,20,10,FALSE,HARD,1,34,2.72471380233765,0.012,-5987.99677112996
 200,4,1,3, 4,1000,20,10,FALSE,HARD,1,34,0.423866033554077,0,-1519.82002229048
1000,4,1,3, 4,1000,20,10,FALSE,HARD,1,34,1.2714581489563,0.012,-5988.22137431698
 200,2,2,3, 4,1000,20,10,FALSE,HARD,1,34,0.777920007705688,0.04,-1577.86264777128
1000,2,2,3, 4,1000,20,10,FALSE,HARD,1,34,3.56862783432007,0.019,-7954.40745813107
 200,3,2,3, 4,1000,20,10,FALSE,HARD,1,34,1.06515192985535,0.04,-1577.86264777128
1000,3,2,3, 4,1000,20,10,FALSE,HARD,1,34,4.25362515449524,0.019,-7954.40745813107
 200,4,2,3, 4,1000,20,10,FALSE,HARD,1,34,0.41887903213501,0.04,-1577.86264777128
1000,4,2,3, 4,1000,20,10,FALSE,HARD,1,34,1.34739708900452,0.019,-7954.40745813107
 200,2,1,6, 4,1000,20,10,FALSE,HARD,1,34,0.823797941207886,0.015,-1301.71791120138
1000,2,1,6, 4,1000,20,10,FALSE,HARD,1,34,3.4398181438446,0.021,-6575.20284967728
 200,3,1,6, 4,1000,20,10,FALSE,HARD,1,34,2.17817497253418,0.015,-1301.54410558345
1000,3,1,6, 4,1000,20,10,FALSE,HARD,1,34,6.0482451915741,0.019,-6574.50556305751
 200,4,1,6, 4,1000,20,10,FALSE,HARD,1,34,1.00132203102112,0.015,-1301.54410558345
1000,4,1,6, 4,1000,20,10,FALSE,HARD,1,34,2.54818677902222,0.019,-6574.50556305751
 200,2,2,6, 4,1000,20,10,FALSE,HARD,1,34,1.52093291282654,0.06,-1686.14700770444
1000,2,2,6, 4,1000,20,10,FALSE,HARD,1,34,9.18883991241455,0.029,-8545.2030475444
 200,3,2,6, 4,1000,20,10,FALSE,HARD,1,34,2.80912899971008,0.05,-1683.70467087164
1000,3,2,6, 4,1000,20,10,FALSE,HARD,1,34,12.0620200634003,0.029,-8545.20304754441
 200,4,2,6, 4,1000,20,10,FALSE,HARD,1,34,0.966590166091919,0.11,-1689.56998224522
1000,4,2,6, 4,1000,20,10,FALSE,HARD,1,34,2.68170380592346,0.033,-8545.62397634013
 200,2,1,3,10,1000,20,10,FALSE,HARD,1,34,1.54985404014587,0,-2627.00174061537
1000,2,1,3,10,1000,20,10,FALSE,HARD,1,34,6.28072619438171,0.014,-13503.4052029847
 200,3,1,3,10,1000,20,10,FALSE,HARD,1,34,3.05145692825317,0,-2627.00174061537
1000,3,1,3,10,1000,20,10,FALSE,HARD,1,34,7.46250700950623,0.014,-13503.4052029847
 200,4,1,3,10,1000,20,10,FALSE,HARD,1,34,1.23968410491943,0,-2627.00174061537
1000,4,1,3,10,1000,20,10,FALSE,HARD,1,34,2.9063708782196,0.014,-13503.596995493
 200,2,2,3,10,1000,20,10,FALSE,HARD,1,34,2.33078193664551,0.03,-2997.42915914764
1000,2,2,3,10,1000,20,10,FALSE,HARD,1,34,8.16716003417969,0.025,-15453.696563716
 200,3,2,3,10,1000,20,10,FALSE,HARD,1,34,3.63715386390686,0.03,-2997.42915914764
1000,3,2,3,10,1000,20,10,FALSE,HARD,1,34,9.10864114761353,0.025,-15453.696563716
 200,4,2,3,10,1000,20,10,FALSE,HARD,1,34,1.22046184539795,0.03,-2997.42915914764
1000,4,2,3,10,1000,20,10,FALSE,HARD,1,34,2.92019104957581,0.025,-15453.8017680703
 200,2,1,6,10,1000,20,10,FALSE,HARD,1,34,2.79328298568726,0.015,-2682.50700194588
1000,2,1,6,10,1000,20,10,FALSE,HARD,1,34,10.8270580768585,0.022,-13996.0951097061
 200,3,1,6,10,1000,20,10,FALSE,HARD,1,34,6.81080079078674,0.02,-2680.83723115375
1000,3,1,6,10,1000,20,10,FALSE,HARD,1,34,15.7995228767395,0.023,-13995.9802258144
 200,4,1,6,10,1000,20,10,FALSE,HARD,1,34,3.18847298622131,0.02,-2680.83723115375
1000,4,1,6,10,1000,20,10,FALSE,HARD,1,34,6.09073114395142,0.022,-13996.0951097061
 200,2,2,6,10,1000,20,10,FALSE,HARD,1,34,4.51499009132385,0.275,-3128.73487353395
1000,2,2,6,10,1000,20,10,FALSE,HARD,1,34,27.0160970687866,0.047,-15949.3251038873
 200,3,2,6,10,1000,20,10,FALSE,HARD,1,34,8.45661520957947,0.14,-3061.24808364705
1000,3,2,6,10,1000,20,10,FALSE,HARD,1,34,32.4993240833282,0.045,-15951.4200932908
 200,4,2,6,10,1000,20,10,FALSE,HARD,1,34,3.22138595581055,0.2,-3111.95083101647
1000,4,2,6,10,1000,20,10,FALSE,HARD,1,34,6.21039295196533,0.052,-15953.6546409078
 200,2,1,3, 4,400,20,10,FALSE,HARD,2,34,0.187499046325684,0.01,-1195.27083260773
1000,2,1,3, 4,400,20,10,FALSE,HARD,2,34,0.836604833602905,0.011,-5986.99730545151
 200,3,1,3, 4,400,20,10,FALSE,HARD,2,34,0.313162088394165,0.01,-1195.27083260773
1000,3,1,3, 4,400,20,10,FALSE,HARD,2,34,1.08064579963684,0.011,-5986.99730545151
 200,4,1,3, 4,400,20,10,FALSE,HARD,2,34,0.171540975570679,0.005,-1195.72432436367
1000,4,1,3, 4,400,20,10,FALSE,HARD,2,34,0.526592016220093,0.011,-5986.99730545151
 200,2,2,3, 4,400,20,10,FALSE,HARD,2,34,0.345076084136963,0.04,-1570.91630527832
1000,2,2,3, 4,400,20,10,FALSE,HARD,2,34,1.51494908332825,0.021,-7953.48303732645
 200,3,2,3, 4,400,20,10,FALSE,HARD,2,34,0.494677066802979,0.04,-1570.91630527833
1000,3,2,3, 4,400,20,10,FALSE,HARD,2,34,1.69043493270874,0.021,-7953.48303732647
 200,4,2,3, 4,400,20,10,FALSE,HARD,2,34,0.190490961074829,0.04,-1571.26036368454
1000,4,2,3, 4,400,20,10,FALSE,HARD,2,34,0.559504985809326,0.021,-7953.48303732647
 200,2,1,6, 4,400,20,10,FALSE,HARD,2,34,0.333108901977539,0.025,-1298.62379403021
1000,2,1,6, 4,400,20,10,FALSE,HARD,2,34,1.40524291992188,0.141,-6981.21205750799
 200,3,1,6, 4,400,20,10,FALSE,HARD,2,34,0.782906055450439,0.025,-1299.81493962578
1000,3,1,6, 4,400,20,10,FALSE,HARD,2,34,2.66287899017334,0.141,-6981.21205750799
 200,4,1,6, 4,400,20,10,FALSE,HARD,2,34,0.385967969894409,0.025,-1299.81493962578
1000,4,1,6, 4,400,20,10,FALSE,HARD,2,34,1.16158413887024,0.141,-6981.21205750799
 200,2,2,6, 4,400,20,10,FALSE,HARD,2,34,0.68303918838501,0.08,-1696.60107085616
1000,2,2,6, 4,400,20,10,FALSE,HARD,2,34,3.69015097618103,0.037,-8536.14758852688
 200,3,2,6, 4,400,20,10,FALSE,HARD,2,34,1.17186594009399,0.06,-1691.9475457173
1000,3,2,6, 4,400,20,10,FALSE,HARD,2,34,4.52489995956421,0.037,-8536.14758852688
 200,4,2,6, 4,400,20,10,FALSE,HARD,2,34,0.435834884643555,0.19,-1717.51726997793
1000,4,2,6, 4,400,20,10,FALSE,HARD,2,34,1.10105586051941,0.039,-8537.5242088008
 200,2,1,3,10,400,20,10,FALSE,HARD,2,34,0.745007991790771,0.005,-2624.68732290326
1000,2,1,3,10,400,20,10,FALSE,HARD,2,34,2.58907604217529,0.013,-13499.4667749515
 200,3,1,3,10,400,20,10,FALSE,HARD,2,34,1.23968601226807,0.005,-2624.68732290326
1000,3,1,3,10,400,20,10,FALSE,HARD,2,34,3.0463650226593,0.013,-13499.4667749515
 200,4,1,3,10,400,20,10,FALSE,HARD,2,34,0.55351996421814,0.01,-2625.1227456439
1000,4,1,3,10,400,20,10,FALSE,HARD,2,34,1.30751991271973,0.013,-13499.4667749515
 200,2,2,3,10,400,20,10,FALSE,HARD,2,34,1.07512593269348,0.03,-2994.29089469
1000,2,2,3,10,400,20,10,FALSE,HARD,2,34,3.4701030254364,0.025,-15452.8449495963
 200,3,2,3,10,400,20,10,FALSE,HARD,2,34,1.57578611373901,0.03,-2994.29089469
1000,3,2,3,10,400,20,10,FALSE,HARD,2,34,3.85967302322388,0.025,-15452.8449495964
 200,4,2,3,10,400,20,10,FALSE,HARD,2,34,0.566484928131104,0.03,-2994.29089469
1000,4,2,3,10,400,20,10,FALSE,HARD,2,34,1.28057599067688,0.027,-15452.890273886
 200,2,1,6,10,400,20,10,FALSE,HARD,2,34,1.02525806427002,0.025,-2677.48001377272
1000,2,1,6,10,400,20,10,FALSE,HARD,2,34,4.31333208084106,0.024,-13987.2704018699
 200,3,1,6,10,400,20,10,FALSE,HARD,2,34,2.79546499252319,0.025,-2677.48001377272
1000,3,1,6,10,400,20,10,FALSE,HARD,2,34,6.37880706787109,0.024,-13987.2704018699
 200,4,1,6,10,400,20,10,FALSE,HARD,2,34,1.25364708900452,0.025,-2677.48001377272
1000,4,1,6,10,400,20,10,FALSE,HARD,2,34,2.28887987136841,0.024,-13987.2704018699
 200,2,2,6,10,400,20,10,FALSE,HARD,2,34,1.82611703872681,0.26,-3129.43879416701
1000,2,2,6,10,400,20,10,FALSE,HARD,2,34,9.97993206977844,0.045,-15948.5694613785
 200,3,2,6,10,400,20,10,FALSE,HARD,2,34,3.48002696037292,0.195,-3097.97051926224
1000,3,2,6,10,400,20,10,FALSE,HARD,2,34,13.1482319831848,0.048,-15951.511256334
 200,4,2,6,10,400,20,10,FALSE,HARD,2,34,1.22771692276001,0.175,-3117.68483085754
1000,4,2,6,10,400,20,10,FALSE,HARD,2,34,2.56514096260071,0.056,-15955.1646165643
 200,2,1,3, 4,1000,20,10,FALSE,HARD,2,34,0.488692998886108,0.01,-1195.27083260773
1000,2,1,3, 4,1000,20,10,FALSE,HARD,2,34,2.13214802742004,0.011,-5986.99730545151
 200,3,1,3, 4,1000,20,10,FALSE,HARD,2,34,0.784901142120361,0.01,-1195.27083260773
1000,3,1,3, 4,1000,20,10,FALSE,HARD,2,34,2.67085695266724,0.011,-5986.99730545151
 200,4,1,3, 4,1000,20,10,FALSE,HARD,2,34,0.419878005981445,0.005,-1195.72432436367
1000,4,1,3, 4,1000,20,10,FALSE,HARD,2,34,1.30750298500061,0.011,-5986.99730545151
 200,2,2,3, 4,1000,20,10,FALSE,HARD,2,34,0.799896955490112,0.04,-1570.91630527832
1000,2,2,3, 4,1000,20,10,FALSE,HARD,2,34,3.65921497344971,0.021,-7953.48303732645
 200,3,2,3, 4,1000,20,10,FALSE,HARD,2,34,1.07728004455566,0.04,-1570.91630527833
1000,3,2,3, 4,1000,20,10,FALSE,HARD,2,34,3.99032998085022,0.021,-7953.48303732647
 200,4,2,3, 4,1000,20,10,FALSE,HARD,2,34,0.413892984390259,0.04,-1571.26036368454
1000,4,2,3, 4,1000,20,10,FALSE,HARD,2,34,1.27558898925781,0.021,-7953.48303732647
 200,2,1,6, 4,1000,20,10,FALSE,HARD,2,34,0.764955043792725,0.025,-1298.62379403021
1000,2,1,6, 4,1000,20,10,FALSE,HARD,2,34,3.46610903739929,0.141,-6981.21205750798
 200,3,1,6, 4,1000,20,10,FALSE,HARD,2,34,2.02358794212341,0.025,-1298.62379403021
1000,3,1,6, 4,1000,20,10,FALSE,HARD,2,34,5.84452605247498,0.021,-6563.42318579736
 200,4,1,6, 4,1000,20,10,FALSE,HARD,2,34,0.99586296081543,0.025,-1299.81493962578
1000,4,1,6, 4,1000,20,10,FALSE,HARD,2,34,2.66598296165466,0.021,-6563.91468426771
 200,2,2,6, 4,1000,20,10,FALSE,HARD,2,34,1.64161014556885,0.045,-1690.06372114199
1000,2,2,6, 4,1000,20,10,FALSE,HARD,2,34,9.09330606460571,0.037,-8536.14758852688
 200,3,2,6, 4,1000,20,10,FALSE,HARD,2,34,3.18422079086304,0.12,-1690.00613488213
1000,3,2,6, 4,1000,20,10,FALSE,HARD,2,34,11.1191990375519,0.037,-8536.14758852688
 200,4,2,6, 4,1000,20,10,FALSE,HARD,2,34,1.0611629486084,0.2,-1716.92233611553
1000,4,2,6, 4,1000,20,10,FALSE,HARD,2,34,2.54599404335022,0.041,-8537.55729987219
 200,2,1,3,10,1000,20,10,FALSE,HARD,2,34,1.7543089389801,0.005,-2624.68732290326
1000,2,1,3,10,1000,20,10,FALSE,HARD,2,34,6.26882600784302,0.013,-13499.4667749515
 200,3,1,3,10,1000,20,10,FALSE,HARD,2,34,3.21703100204468,0.005,-2624.68732290326
1000,3,1,3,10,1000,20,10,FALSE,HARD,2,34,7.46961808204651,0.013,-13499.4667749515
 200,4,1,3,10,1000,20,10,FALSE,HARD,2,34,1.29956889152527,0.01,-2625.1227456439
1000,4,1,3,10,1000,20,10,FALSE,HARD,2,34,2.82644104957581,0.013,-13499.4667749515
 200,2,2,3,10,1000,20,10,FALSE,HARD,2,34,2.53380012512207,0.03,-2994.29089468999
1000,2,2,3,10,1000,20,10,FALSE,HARD,2,34,8.38324093818665,0.025,-15452.8449495963
 200,3,2,3,10,1000,20,10,FALSE,HARD,2,34,3.96031785011292,0.03,-2994.29089469
1000,3,2,3,10,1000,20,10,FALSE,HARD,2,34,9.41283011436462,0.025,-15452.8449495964
 200,4,2,3,10,1000,20,10,FALSE,HARD,2,34,1.32445693016052,0.03,-2995.54233020615
1000,4,2,3,10,1000,20,10,FALSE,HARD,2,34,2.92318320274353,0.027,-15452.9386547342
 200,2,1,6,10,1000,20,10,FALSE,HARD,2,34,2.8114960193634,0.025,-2677.48001377272
1000,2,1,6,10,1000,20,10,FALSE,HARD,2,34,10.5097460746765,0.024,-13987.2704018699
 200,3,1,6,10,1000,20,10,FALSE,HARD,2,34,6.93645191192627,0.025,-2677.48001377272
1000,3,1,6,10,1000,20,10,FALSE,HARD,2,34,16.311084985733,0.024,-13987.0286473349
 200,4,1,6,10,1000,20,10,FALSE,HARD,2,34,3.23435091972351,0.025,-2677.48001377272
1000,4,1,6,10,1000,20,10,FALSE,HARD,2,34,5.92795491218567,0.024,-13987.2704018699
 200,2,2,6,10,1000,20,10,FALSE,HARD,2,34,4.69589591026306,0.255,-3107.96778903659
1000,2,2,6,10,1000,20,10,FALSE,HARD,2,34,26.335216999054,0.045,-15948.5694613785
 200,3,2,6,10,1000,20,10,FALSE,HARD,2,34,8.68167114257812,0.155,-3079.02283392923
1000,3,2,6,10,1000,20,10,FALSE,HARD,2,34,31.8971509933472,0.046,-15950.9201420103
 200,4,2,6,10,1000,20,10,FALSE,HARD,2,34,3.12963080406189,0.155,-3079.02283392923
1000,4,2,6,10,1000,20,10,FALSE,HARD,2,34,6.18389821052551,0.047,-15953.5112336041
 200,2,1,3, 4,400,20,10,FALSE,HARD,1,35,0.199467182159424,0.015,-1213.81301161897
1000,2,1,3, 4,400,20,10,FALSE,HARD,1,35,1.11686682701111,0.018,-6097.00754667508
 200,3,1,3, 4,400,20,10,FALSE,HARD,1,35,0.367017984390259,0.015,-1213.81301161897
1000,3,1,3, 4,400,20,10,FALSE,HARD,1,35,1.23170590400696,0.018,-6097.00754667509
 200,4,1,3, 4,400,20,10,FALSE,HARD,1,35,0.176527976989746,0.015,-1213.81301161897
1000,4,1,3, 4,400,20,10,FALSE,HARD,1,35,0.542548894882202,0.018,-6097.00754667509
 200,2,2,3, 4,400,20,10,FALSE,HARD,1,35,0.371006965637207,0.035,-1601.63840030224
1000,2,2,3, 4,400,20,10,FALSE,HARD,1,35,1.79220700263977,0.023,-8074.58731281072
 200,3,2,3, 4,400,20,10,FALSE,HARD,1,35,0.573064088821411,0.035,-1601.63840030224
1000,3,2,3, 4,400,20,10,FALSE,HARD,1,35,1.96674013137817,0.023,-8074.58731281073
 200,4,2,3, 4,400,20,10,FALSE,HARD,1,35,0.165557146072388,0.035,-1601.63840030224
1000,4,2,3, 4,400,20,10,FALSE,HARD,1,35,0.540555000305176,0.023,-8074.58731281073
 200,2,1,6, 4,400,20,10,FALSE,HARD,1,35,0.319145917892456,0.03,-1316.54920338723
1000,2,1,6, 4,400,20,10,FALSE,HARD,1,35,1.48004293441772,0.158,-7066.18177860469
 200,3,1,6, 4,400,20,10,FALSE,HARD,1,35,0.833290815353394,0.03,-1315.13979851176
1000,3,1,6, 4,400,20,10,FALSE,HARD,1,35,2.31381320953369,0.009,-6713.84776254498
 200,4,1,6, 4,400,20,10,FALSE,HARD,1,35,0.420873880386353,0.03,-1315.13979851176
1000,4,1,6, 4,400,20,10,FALSE,HARD,1,35,1.04321122169495,0.009,-6713.84776254498
 200,2,2,6, 4,400,20,10,FALSE,HARD,1,35,0.713092088699341,0.04,-1697.58621763409
1000,2,2,6, 4,400,20,10,FALSE,HARD,1,35,3.47271394729614,0.024,-8663.55284844285
 200,3,2,6, 4,400,20,10,FALSE,HARD,1,35,1.31049489974976,0.04,-1698.71338445238
1000,3,2,6, 4,400,20,10,FALSE,HARD,1,35,4.63439607620239,0.024,-8663.55284844285
 200,4,2,6, 4,400,20,10,FALSE,HARD,1,35,0.442816019058228,0.055,-1704.63503020805
1000,4,2,6, 4,400,20,10,FALSE,HARD,1,35,1.05817103385925,0.022,-8663.64225948605
 200,2,1,3,10,400,20,10,FALSE,HARD,1,35,0.677188873291016,0.02,-2685.09351091409
1000,2,1,3,10,400,20,10,FALSE,HARD,1,35,2.96658301353455,0.02,-13664.143624984
 200,3,1,3,10,400,20,10,FALSE,HARD,1,35,1.23968315124512,0.02,-2685.09351091409
1000,3,1,3,10,400,20,10,FALSE,HARD,1,35,3.46772694587708,0.02,-13664.143624984
 200,4,1,3,10,400,20,10,FALSE,HARD,1,35,0.514158964157104,0.025,-2686.67534000802
1000,4,1,3,10,400,20,10,FALSE,HARD,1,35,1.1419460773468,0.02,-13664.2107632272
 200,2,2,3,10,400,20,10,FALSE,HARD,1,35,1.11560606956482,0.04,-3063.60077589281
1000,2,2,3,10,400,20,10,FALSE,HARD,1,35,4.07868885993958,0.03,-15632.1736773314
 200,3,2,3,10,400,20,10,FALSE,HARD,1,35,1.75019884109497,0.04,-3062.81581554271
1000,3,2,3,10,400,20,10,FALSE,HARD,1,35,4.51891589164734,0.03,-15632.1736773314
 200,4,2,3,10,400,20,10,FALSE,HARD,1,35,0.573467016220093,0.045,-3064.16548633839
1000,4,2,3,10,400,20,10,FALSE,HARD,1,35,1.31149291992188,0.031,-15632.3166432959
 200,2,1,6,10,400,20,10,FALSE,HARD,1,35,1.22285199165344,0.02,-2738.79157073119
1000,2,1,6,10,400,20,10,FALSE,HARD,1,35,5.23101186752319,0.02,-14224.7685838095
 200,3,1,6,10,400,20,10,FALSE,HARD,1,35,2.93401908874512,0.025,-2739.1342093466
1000,3,1,6,10,400,20,10,FALSE,HARD,1,35,5.99069404602051,0.018,-14224.0317375531
 200,4,1,6,10,400,20,10,FALSE,HARD,1,35,1.21874094009399,0.025,-2739.1342093466
1000,4,1,6,10,400,20,10,FALSE,HARD,1,35,2.52026009559631,0.018,-14224.0317375531
 200,2,2,6,10,400,20,10,FALSE,HARD,1,35,1.62266087532043,0.205,-3217.80869013557
1000,2,2,6,10,400,20,10,FALSE,HARD,1,35,9.97688508033752,0.03,-16177.9003928194
 200,3,2,6,10,400,20,10,FALSE,HARD,1,35,3.0834641456604,0.19,-3181.14909364265
1000,3,2,6,10,400,20,10,FALSE,HARD,1,35,12.760409116745,0.03,-16178.4679984424
 200,4,2,6,10,400,20,10,FALSE,HARD,1,35,1.19281005859375,0.19,-3181.14909364265
1000,4,2,6,10,400,20,10,FALSE,HARD,1,35,2.84938097000122,0.026,-16179.5766831233
 200,2,1,3, 4,1000,20,10,FALSE,HARD,1,35,0.53223705291748,0.015,-1213.81301161897
1000,2,1,3, 4,1000,20,10,FALSE,HARD,1,35,2.53912782669067,0.018,-6097.00754667508
 200,3,1,3, 4,1000,20,10,FALSE,HARD,1,35,0.80784010887146,0.015,-1213.81301161897
1000,3,1,3, 4,1000,20,10,FALSE,HARD,1,35,3.0732889175415,0.018,-6097.00754667509
 200,4,1,3, 4,1000,20,10,FALSE,HARD,1,35,0.417882919311523,0.015,-1213.81301161897
1000,4,1,3, 4,1000,20,10,FALSE,HARD,1,35,1.2586510181427,0.018,-6097.00754667509
 200,2,2,3, 4,1000,20,10,FALSE,HARD,1,35,0.926522970199585,0.035,-1601.63840030224
1000,2,2,3, 4,1000,20,10,FALSE,HARD,1,35,4.42040205001831,0.023,-8074.58731281072
 200,3,2,3, 4,1000,20,10,FALSE,HARD,1,35,1.27658581733704,0.035,-1601.63840030224
1000,3,2,3, 4,1000,20,10,FALSE,HARD,1,35,4.73633408546448,0.023,-8074.58731281073
 200,4,2,3, 4,1000,20,10,FALSE,HARD,1,35,0.431845188140869,0.035,-1601.63840030224
1000,4,2,3, 4,1000,20,10,FALSE,HARD,1,35,1.36235785484314,0.023,-8074.58731281073
 200,2,1,6, 4,1000,20,10,FALSE,HARD,1,35,0.771935939788818,0.03,-1316.54920338723
1000,2,1,6, 4,1000,20,10,FALSE,HARD,1,35,3.51759386062622,0.158,-7066.18177860469
 200,3,1,6, 4,1000,20,10,FALSE,HARD,1,35,2.20610094070435,0.025,-1314.94465059579
1000,3,1,6, 4,1000,20,10,FALSE,HARD,1,35,5.80898094177246,0.011,-6713.47429625432
 200,4,1,6, 4,1000,20,10,FALSE,HARD,1,35,1.02924704551697,0.025,-1314.94465059579
1000,4,1,6, 4,1000,20,10,FALSE,HARD,1,35,2.59191489219666,0.011,-6713.47429625432
 200,2,2,6, 4,1000,20,10,FALSE,HARD,1,35,1.74832391738892,0.04,-1697.58621763409
1000,2,2,6, 4,1000,20,10,FALSE,HARD,1,35,8.47818303108215,0.024,-8663.55284844285
 200,3,2,6, 4,1000,20,10,FALSE,HARD,1,35,3.19153189659119,0.04,-1697.58621763409
1000,3,2,6, 4,1000,20,10,FALSE,HARD,1,35,10.4712901115417,0.024,-8663.55284844285
 200,4,2,6, 4,1000,20,10,FALSE,HARD,1,35,0.974394083023071,0.05,-1703.76886011437
1000,4,2,6, 4,1000,20,10,FALSE,HARD,1,35,2.37198805809021,0.022,-8663.64225948605
 200,2,1,3,10,1000,20,10,FALSE,HARD,1,35,1.75485897064209,0.02,-2685.09351091409
1000,2,1,3,10,1000,20,10,FALSE,HARD,1,35,7.09470391273499,0.02,-13664.143624984
 200,3,1,3,10,1000,20,10,FALSE,HARD,1,35,3.07262396812439,0.02,-2685.09351091409
1000,3,1,3,10,1000,20,10,FALSE,HARD,1,35,9.28212594985962,0.02,-13664.143624984
 200,4,1,3,10,1000,20,10,FALSE,HARD,1,35,1.258633852005,0.025,-2686.67534000802
1000,4,1,3,10,1000,20,10,FALSE,HARD,1,35,2.79552507400513,0.02,-13664.2107632272
 200,2,2,3,10,1000,20,10,FALSE,HARD,1,35,2.73968887329102,0.04,-3062.81581554271
1000,2,2,3,10,1000,20,10,FALSE,HARD,1,35,9.40134406089783,0.03,-15632.1736773314
 200,3,2,3,10,1000,20,10,FALSE,HARD,1,35,4.32628202438354,0.04,-3062.81581554271
1000,3,2,3,10,1000,20,10,FALSE,HARD,1,35,10.8701550960541,0.03,-15632.1736773314
 200,4,2,3,10,1000,20,10,FALSE,HARD,1,35,1.30949902534485,0.045,-3064.16548633839
1000,4,2,3,10,1000,20,10,FALSE,HARD,1,35,2.8973069190979,0.03,-15632.6185119905
 200,2,1,6,10,1000,20,10,FALSE,HARD,1,35,2.96008396148682,0.02,-2738.79157073119
1000,2,1,6,10,1000,20,10,FALSE,HARD,1,35,11.9859039783478,0.02,-14224.7685838095
 200,3,1,6,10,1000,20,10,FALSE,HARD,1,35,7.02102994918823,0.025,-2738.56206472933
1000,3,1,6,10,1000,20,10,FALSE,HARD,1,35,16.149974822998,0.018,-14224.0317375531
 200,4,1,6,10,1000,20,10,FALSE,HARD,1,35,3.16731691360474,0.025,-2738.56206472933
1000,4,1,6,10,1000,20,10,FALSE,HARD,1,35,6.17548608779907,0.018,-14224.0317375531
 200,2,2,6,10,1000,20,10,FALSE,HARD,1,35,4.17301797866821,0.22,-3201.54542842653
1000,2,2,6,10,1000,20,10,FALSE,HARD,1,35,26.0083379745483,0.027,-16177.8486835099
 200,3,2,6,10,1000,20,10,FALSE,HARD,1,35,8.24596476554871,0.195,-3153.70107509674
1000,3,2,6,10,1000,20,10,FALSE,HARD,1,35,31.8528299331665,0.029,-16177.2532695565
 200,4,2,6,10,1000,20,10,FALSE,HARD,1,35,3.2253749370575,0.195,-3153.70107509674
1000,4,2,6,10,1000,20,10,FALSE,HARD,1,35,6.44579315185547,0.028,-16178.9374092688
 200,2,1,3, 4,400,20,10,FALSE,HARD,2,35,0.21442699432373,0.035,-1202.38678326585
1000,2,1,3, 4,400,20,10,FALSE,HARD,2,35,1.03423404693604,0.017,-6089.68260160688
 200,3,1,3, 4,400,20,10,FALSE,HARD,2,35,0.359040021896362,0.035,-1202.38678326585
1000,3,1,3, 4,400,20,10,FALSE,HARD,2,35,1.08110880851746,0.017,-6089.68260160688
 200,4,1,3, 4,400,20,10,FALSE,HARD,2,35,0.162564992904663,0.035,-1202.38678326585
1000,4,1,3, 4,400,20,10,FALSE,HARD,2,35,0.482709169387817,0.017,-6089.71781646116
 200,2,2,3, 4,400,20,10,FALSE,HARD,2,35,0.336101055145264,0.04,-1593.46563080568
1000,2,2,3, 4,400,20,10,FALSE,HARD,2,35,1.71341800689697,0.021,-8056.15409561448
 200,3,2,3, 4,400,20,10,FALSE,HARD,2,35,0.493680000305176,0.04,-1593.46563080568
1000,3,2,3, 4,400,20,10,FALSE,HARD,2,35,1.81302499771118,0.021,-8056.15409561449
 200,4,2,3, 4,400,20,10,FALSE,HARD,2,35,0.179520845413208,0.04,-1593.46563080568
1000,4,2,3, 4,400,20,10,FALSE,HARD,2,35,0.530205965042114,0.021,-8056.15409561449
 200,2,1,6, 4,400,20,10,FALSE,HARD,2,35,0.329119920730591,0.02,-1308.01410915937
1000,2,1,6, 4,400,20,10,FALSE,HARD,2,35,1.43715691566467,0.138,-7081.95936014467
 200,3,1,6, 4,400,20,10,FALSE,HARD,2,35,0.858703851699829,0.02,-1308.21276562222
1000,3,1,6, 4,400,20,10,FALSE,HARD,2,35,2.39858603477478,0.01,-6725.70512824113
 200,4,1,6, 4,400,20,10,FALSE,HARD,2,35,0.424417972564697,0.02,-1308.21276562222
1000,4,1,6, 4,400,20,10,FALSE,HARD,2,35,1.04719996452332,0.01,-6725.70512824113
 200,2,2,6, 4,400,20,10,FALSE,HARD,2,35,0.694143056869507,0.04,-1684.19666230237
1000,2,2,6, 4,400,20,10,FALSE,HARD,2,35,3.42227005958557,0.022,-8665.84353340239
 200,3,2,6, 4,400,20,10,FALSE,HARD,2,35,1.35836815834045,0.04,-1684.19666230237
1000,3,2,6, 4,400,20,10,FALSE,HARD,2,35,4.56305193901062,0.022,-8665.84353340239
 200,4,2,6, 4,400,20,10,FALSE,HARD,2,35,0.434837102890015,0.04,-1684.19666230237
1000,4,2,6, 4,400,20,10,FALSE,HARD,2,35,1.11601686477661,0.022,-8665.84353340239
 200,2,1,3,10,400,20,10,FALSE,HARD,2,35,0.688160181045532,0.03,-2678.97569248837
