n,algorithm,scenario,k,p,nstart,nsteps,nkeep,equal_weights,opt,balanced,seed,time,error,obj
 200,2,1,6, 4,1000,20,10,FALSE,HARD,2, 8,0.929895877838135,0.025,-1322.76922944005
1000,2,1,6, 4,1000,20,10,FALSE,HARD,2, 8,3.69013094902039,0.025,-6692.60855940977
 200,3,1,6, 4,1000,20,10,FALSE,HARD,2, 8,2.2489800453186,0.025,-1322.76922944005
1000,3,1,6, 4,1000,20,10,FALSE,HARD,2, 8,6.11649584770203,0.025,-6692.60855940978
 200,4,1,6, 4,1000,20,10,FALSE,HARD,2, 8,1.04422211647034,0.025,-1322.76922944005
1000,4,1,6, 4,1000,20,10,FALSE,HARD,2, 8,2.60896492004395,0.025,-6692.60855940978
 200,2,2,6, 4,1000,20,10,FALSE,HARD,2, 8,1.72139692306519,0.04,-1700.5901260534
1000,2,2,6, 4,1000,20,10,FALSE,HARD,2, 8,8.85518312454224,0.05,-8672.68791607309
 200,3,2,6, 4,1000,20,10,FALSE,HARD,2, 8,2.95808911323547,0.04,-1700.4163779761
1000,3,2,6, 4,1000,20,10,FALSE,HARD,2, 8,10.1901710033417,0.05,-8672.54745408959
 200,4,2,6, 4,1000,20,10,FALSE,HARD,2, 8,1.0826370716095,0.04,-1701.29131496773
1000,4,2,6, 4,1000,20,10,FALSE,HARD,2, 8,2.83682107925415,0.048,-8673.28357373671
 200,2,1,3,10,1000,20,10,FALSE,HARD,2, 8,1.80417513847351,0.02,-2693.6655633838
1000,2,1,3,10,1000,20,10,FALSE,HARD,2, 8,6.63923096656799,0.022,-13691.6733560414
 200,3,1,3,10,1000,20,10,FALSE,HARD,2, 8,2.96207904815674,0.02,-2693.6655633838
1000,3,1,3,10,1000,20,10,FALSE,HARD,2, 8,7.33523511886597,0.022,-13691.6733560414
 200,4,1,3,10,1000,20,10,FALSE,HARD,2, 8,1.31049513816833,0.03,-2694.40383175075
1000,4,1,3,10,1000,20,10,FALSE,HARD,2, 8,2.89429616928101,0.021,-13691.9604386353
 200,2,2,3,10,1000,20,10,FALSE,HARD,2, 8,2.41454315185547,0.04,-3082.63371918106
1000,2,2,3,10,1000,20,10,FALSE,HARD,2, 8,8.60614681243896,0.026,-15673.8249045482
 200,3,2,3,10,1000,20,10,FALSE,HARD,2, 8,3.87002801895142,0.04,-3082.63371918106
1000,3,2,3,10,1000,20,10,FALSE,HARD,2, 8,9.823410987854,0.026,-15673.8249045482
 200,4,2,3,10,1000,20,10,FALSE,HARD,2, 8,1.28467583656311,0.04,-3084.00732961151
1000,4,2,3,10,1000,20,10,FALSE,HARD,2, 8,3.01294302940369,0.028,-15674.1868946697
 200,2,1,6,10,1000,20,10,FALSE,HARD,2, 8,3.11422300338745,0.025,-2760.79705738985
1000,2,1,6,10,1000,20,10,FALSE,HARD,2, 8,12.4454607963562,0.028,-14199.7432492489
 200,3,1,6,10,1000,20,10,FALSE,HARD,2, 8,7.41916012763977,0.02,-2758.13256698115
1000,3,1,6,10,1000,20,10,FALSE,HARD,2, 8,15.8805599212646,0.029,-14198.3565660108
 200,4,1,6,10,1000,20,10,FALSE,HARD,2, 8,3.14318704605103,0.02,-2758.13256698115
1000,4,1,6,10,1000,20,10,FALSE,HARD,2, 8,5.89627695083618,0.029,-14198.3565660108
 200,2,2,6,10,1000,20,10,FALSE,HARD,2, 8,4.68404984474182,0.22,-3174.27604062048
1000,2,2,6,10,1000,20,10,FALSE,HARD,2, 8,24.4451990127563,0.054,-16147.7254213454
 200,3,2,6,10,1000,20,10,FALSE,HARD,2, 8,8.02559113502502,0.15,-3169.399924157
1000,3,2,6,10,1000,20,10,FALSE,HARD,2, 8,30.477016210556,0.068,-16150.5549390367
 200,4,2,6,10,1000,20,10,FALSE,HARD,2, 8,3.16254305839539,0.15,-3169.399924157
1000,4,2,6,10,1000,20,10,FALSE,HARD,2, 8,6.19723510742188,0.064,-16152.0269965617
 200,2,1,3, 4,400,20,10,FALSE,HARD,1, 9,0.210436820983887,0.05,-1158.59222721698
1000,2,1,3, 4,400,20,10,FALSE,HARD,1, 9,0.981374979019165,0.014,-5988.14751888708
 200,3,1,3, 4,400,20,10,FALSE,HARD,1, 9,0.359038829803467,0.05,-1158.81581905015
1000,3,1,3, 4,400,20,10,FALSE,HARD,1, 9,1.29100203514099,0.014,-5988.14751888709
 200,4,1,3, 4,400,20,10,FALSE,HARD,1, 9,0.182512044906616,0.05,-1158.81581905015
1000,4,1,3, 4,400,20,10,FALSE,HARD,1, 9,0.549530029296875,0.014,-5988.14751888709
 200,2,2,3, 4,400,20,10,FALSE,HARD,1, 9,0.349066019058228,0.02,-1561.98155089599
1000,2,2,3, 4,400,20,10,FALSE,HARD,1, 9,1.55933690071106,0.022,-7946.30639303607
 200,3,2,3, 4,400,20,10,FALSE,HARD,1, 9,0.470741987228394,0.02,-1561.98155089599
1000,3,2,3, 4,400,20,10,FALSE,HARD,1, 9,1.68250107765198,0.022,-7946.30639303608
 200,4,2,3, 4,400,20,10,FALSE,HARD,1, 9,0.184506893157959,0.02,-1561.98155089599
1000,4,2,3, 4,400,20,10,FALSE,HARD,1, 9,0.572468996047974,0.022,-7946.30639303608
 200,2,1,6, 4,400,20,10,FALSE,HARD,1, 9,0.319147109985352,0.165,-1381.39314134452
1000,2,1,6, 4,400,20,10,FALSE,HARD,1, 9,1.37831401824951,0.014,-6578.79836289924
 200,3,1,6, 4,400,20,10,FALSE,HARD,1, 9,0.865685939788818,0.02,-1283.32812465673
1000,3,1,6, 4,400,20,10,FALSE,HARD,1, 9,2.23801589012146,0.014,-6578.79836289924
 200,4,1,6, 4,400,20,10,FALSE,HARD,1, 9,0.4388267993927,0.02,-1283.32812465673
1000,4,1,6, 4,400,20,10,FALSE,HARD,1, 9,1.03251600265503,0.014,-6578.79836289924
 200,2,2,6, 4,400,20,10,FALSE,HARD,1, 9,0.690155029296875,0.05,-1677.37936120037
1000,2,2,6, 4,400,20,10,FALSE,HARD,1, 9,3.62929487228394,0.019,-8546.24895944326
 200,3,2,6, 4,400,20,10,FALSE,HARD,1, 9,1.29555082321167,0.03,-1669.4034702475
1000,3,2,6, 4,400,20,10,FALSE,HARD,1, 9,4.53770804405212,0.019,-8546.24895944327
 200,4,2,6, 4,400,20,10,FALSE,HARD,1, 9,0.426858901977539,0.045,-1677.39014895818
1000,4,2,6, 4,400,20,10,FALSE,HARD,1, 9,1.13097500801086,0.019,-8546.56214955822
 200,2,1,3,10,400,20,10,FALSE,HARD,1, 9,0.704117059707642,0.045,-2602.57771562368
1000,2,1,3,10,400,20,10,FALSE,HARD,1, 9,2.89512801170349,0.02,-13584.4159535956
 200,3,1,3,10,400,20,10,FALSE,HARD,1, 9,1.28057599067688,0.04,-2603.43901644619
1000,3,1,3,10,400,20,10,FALSE,HARD,1, 9,3.14011406898499,0.02,-13584.4159535956
 200,4,1,3,10,400,20,10,FALSE,HARD,1, 9,0.554516077041626,0.06,-2605.98572255065
1000,4,1,3,10,400,20,10,FALSE,HARD,1, 9,1.16987204551697,0.018,-13585.4974959762
 200,2,2,3,10,400,20,10,FALSE,HARD,1, 9,1.10703897476196,0.04,-3000.78850033105
1000,2,2,3,10,400,20,10,FALSE,HARD,1, 9,3.57861399650574,0.026,-15539.826921061
 200,3,2,3,10,400,20,10,FALSE,HARD,1, 9,1.69237995147705,0.03,-3001.26786579419
1000,3,2,3,10,400,20,10,FALSE,HARD,1, 9,3.71805810928345,0.026,-15539.826921061
 200,4,2,3,10,400,20,10,FALSE,HARD,1, 9,0.543545961380005,0.03,-3001.88086245051
1000,4,2,3,10,400,20,10,FALSE,HARD,1, 9,1.17785096168518,0.026,-15539.826921061
 200,2,1,6,10,400,20,10,FALSE,HARD,1, 9,1.07911491394043,0.015,-2672.70560492721
1000,2,1,6,10,400,20,10,FALSE,HARD,1, 9,5.19268107414246,0.018,-14111.4548357568
 200,3,1,6,10,400,20,10,FALSE,HARD,1, 9,3.1565580368042,0.01,-2668.47666636048
1000,3,1,6,10,400,20,10,FALSE,HARD,1, 9,7.14777207374573,0.016,-14111.2206121671
 200,4,1,6,10,400,20,10,FALSE,HARD,1, 9,1.36734294891357,0.01,-2668.47666636048
1000,4,1,6,10,400,20,10,FALSE,HARD,1, 9,2.61752986907959,0.016,-14111.2206121671
 200,2,2,6,10,400,20,10,FALSE,HARD,1, 9,1.87886190414429,0.23,-3167.16212085905
1000,2,2,6,10,400,20,10,FALSE,HARD,1, 9,11.1584489345551,0.028,-16067.6129072982
 200,3,2,6,10,400,20,10,FALSE,HARD,1, 9,3.64185905456543,0.2,-3115.11060631956
1000,3,2,6,10,400,20,10,FALSE,HARD,1, 9,13.6081299781799,0.029,-16067.9690912592
 200,4,2,6,10,400,20,10,FALSE,HARD,1, 9,1.41720986366272,0.2,-3115.11060631956
1000,4,2,6,10,400,20,10,FALSE,HARD,1, 9,2.95210599899292,0.033,-16071.2483348111
 200,2,1,3, 4,1000,20,10,FALSE,HARD,1, 9,0.504650115966797,0.05,-1158.59222721698
1000,2,1,3, 4,1000,20,10,FALSE,HARD,1, 9,2.33653998374939,0.014,-5988.14751888708
 200,3,1,3, 4,1000,20,10,FALSE,HARD,1, 9,0.811829090118408,0.05,-1158.59222721698
1000,3,1,3, 4,1000,20,10,FALSE,HARD,1, 9,2.98054599761963,0.014,-5988.14751888709
 200,4,1,3, 4,1000,20,10,FALSE,HARD,1, 9,0.38496994972229,0.05,-1158.81581905015
1000,4,1,3, 4,1000,20,10,FALSE,HARD,1, 9,1.19580101966858,0.014,-5988.14751888709
 200,2,2,3, 4,1000,20,10,FALSE,HARD,1, 9,0.771935939788818,0.02,-1561.98155089599
1000,2,2,3, 4,1000,20,10,FALSE,HARD,1, 9,3.69864177703857,0.022,-7946.30639303607
 200,3,2,3, 4,1000,20,10,FALSE,HARD,1, 9,1.15848898887634,0.02,-1561.98155089599
1000,3,2,3, 4,1000,20,10,FALSE,HARD,1, 9,4.1834089756012,0.022,-7946.30639303608
 200,4,2,3, 4,1000,20,10,FALSE,HARD,1, 9,0.494678020477295,0.02,-1562.18556714225
1000,4,2,3, 4,1000,20,10,FALSE,HARD,1, 9,1.38630604743958,0.022,-7946.30639303608
 200,2,1,6, 4,1000,20,10,FALSE,HARD,1, 9,0.864552974700928,0.165,-1379.38995590973
1000,2,1,6, 4,1000,20,10,FALSE,HARD,1, 9,3.60535907745361,0.014,-6578.79836289924
 200,3,1,6, 4,1000,20,10,FALSE,HARD,1, 9,2.35370588302612,0.02,-1281.58320359164
1000,3,1,6, 4,1000,20,10,FALSE,HARD,1, 9,5.91929411888123,0.014,-6578.79836289924
 200,4,1,6, 4,1000,20,10,FALSE,HARD,1, 9,1.00531196594238,0.02,-1281.58320359164
1000,4,1,6, 4,1000,20,10,FALSE,HARD,1, 9,2.48123002052307,0.014,-6578.79836289924
 200,2,2,6, 4,1000,20,10,FALSE,HARD,1, 9,1.75003385543823,0.035,-1670.28804782732
1000,2,2,6, 4,1000,20,10,FALSE,HARD,1, 9,9.07772612571716,0.019,-8546.24895944326
 200,3,2,6, 4,1000,20,10,FALSE,HARD,1, 9,3.25349307060242,0.03,-1669.4034702475
1000,3,2,6, 4,1000,20,10,FALSE,HARD,1, 9,10.3204820156097,0.019,-8546.24895944327
 200,4,2,6, 4,1000,20,10,FALSE,HARD,1, 9,0.972399950027466,0.04,-1670.76767831117
1000,4,2,6, 4,1000,20,10,FALSE,HARD,1, 9,2.61751699447632,0.019,-8546.24895944327
 200,2,1,3,10,1000,20,10,FALSE,HARD,1, 9,1.68848514556885,0.045,-2602.57771562368
1000,2,1,3,10,1000,20,10,FALSE,HARD,1, 9,7.27555990219116,0.02,-13584.4159535956
 200,3,1,3,10,1000,20,10,FALSE,HARD,1, 9,3.24432492256165,0.04,-2603.43901644619
1000,3,1,3,10,1000,20,10,FALSE,HARD,1, 9,8.19317603111267,0.02,-13584.4159535956
 200,4,1,3,10,1000,20,10,FALSE,HARD,1, 9,1.3234760761261,0.06,-2605.98572255065
1000,4,1,3,10,1000,20,10,FALSE,HARD,1, 9,2.77945399284363,0.018,-13585.4974959762
 200,2,2,3,10,1000,20,10,FALSE,HARD,1, 9,2.60437202453613,0.04,-3000.78850033105
1000,2,2,3,10,1000,20,10,FALSE,HARD,1, 9,8.32872915267944,0.026,-15539.826921061
 200,3,2,3,10,1000,20,10,FALSE,HARD,1, 9,3.98534297943115,0.04,-3000.78850033105
1000,3,2,3,10,1000,20,10,FALSE,HARD,1, 9,9.74445605278015,0.026,-15539.826921061
 200,4,2,3,10,1000,20,10,FALSE,HARD,1, 9,1.23953199386597,0.03,-3001.40524688499
1000,4,2,3,10,1000,20,10,FALSE,HARD,1, 9,2.95509791374207,0.026,-15539.826921061
 200,2,1,6,10,1000,20,10,FALSE,HARD,1, 9,2.91903495788574,0.015,-2672.70560492721
1000,2,1,6,10,1000,20,10,FALSE,HARD,1, 9,12.2416379451752,0.018,-14111.4548357568
 200,3,1,6,10,1000,20,10,FALSE,HARD,1, 9,7.92015194892883,0.01,-2668.47666636048
1000,3,1,6,10,1000,20,10,FALSE,HARD,1, 9,16.5916469097137,0.016,-14111.2206121671
 200,4,1,6,10,1000,20,10,FALSE,HARD,1, 9,3.3759708404541,0.01,-2668.47666636048
1000,4,1,6,10,1000,20,10,FALSE,HARD,1, 9,6.19642996788025,0.017,-14111.7576681328
 200,2,2,6,10,1000,20,10,FALSE,HARD,1, 9,4.6605532169342,0.23,-3167.16212085905
1000,2,2,6,10,1000,20,10,FALSE,HARD,1, 9,27.2547299861908,0.028,-16067.6129072982
 200,3,2,6,10,1000,20,10,FALSE,HARD,1, 9,9.13209795951843,0.075,-3022.56938657344
1000,3,2,6,10,1000,20,10,FALSE,HARD,1, 9,34.741287946701,0.029,-16067.8762621414
 200,4,2,6,10,1000,20,10,FALSE,HARD,1, 9,3.37098598480225,0.135,-3098.59458833208
1000,4,2,6,10,1000,20,10,FALSE,HARD,1, 9,6.65936803817749,0.029,-16067.8762621414
 200,2,1,3, 4,400,20,10,FALSE,HARD,2, 9,0.212433099746704,0.055,-1160.82977308457
1000,2,1,3, 4,400,20,10,FALSE,HARD,2, 9,0.893201112747192,0.012,-5979.77335222466
 200,3,1,3, 4,400,20,10,FALSE,HARD,2, 9,0.337099075317383,0.055,-1160.82977308457
1000,3,1,3, 4,400,20,10,FALSE,HARD,2, 9,1.1759979724884,0.012,-5979.77335222466
 200,4,1,3, 4,400,20,10,FALSE,HARD,2, 9,0.179519891738892,0.055,-1161.14743754424
1000,4,1,3, 4,400,20,10,FALSE,HARD,2, 9,0.518233060836792,0.012,-5979.77335222466
 200,2,2,3, 4,400,20,10,FALSE,HARD,2, 9,0.34407901763916,0.03,-1565.60377166544
1000,2,2,3, 4,400,20,10,FALSE,HARD,2, 9,1.43017506599426,0.02,-7941.98797368229
 200,3,2,3, 4,400,20,10,FALSE,HARD,2, 9,0.484575033187866,0.03,-1565.60377166544
1000,3,2,3, 4,400,20,10,FALSE,HARD,2, 9,1.6266040802002,0.02,-7941.98797368229
 200,4,2,3, 4,400,20,10,FALSE,HARD,2, 9,0.172537803649902,0.03,-1565.60377166544
1000,4,2,3, 4,400,20,10,FALSE,HARD,2, 9,0.535567998886108,0.02,-7941.98797368229
 200,2,1,6, 4,400,20,10,FALSE,HARD,2, 9,0.345077037811279,0.14,-1377.25006710795
1000,2,1,6, 4,400,20,10,FALSE,HARD,2, 9,1.34241008758545,0.012,-6575.52062849329
 200,3,1,6, 4,400,20,10,FALSE,HARD,2, 9,0.912607908248901,0.025,-1282.68248715931
1000,3,1,6, 4,400,20,10,FALSE,HARD,2, 9,2.27792406082153,0.013,-6575.28479557276
 200,4,1,6, 4,400,20,10,FALSE,HARD,2, 9,0.428853034973145,0.03,-1284.47671830427
1000,4,1,6, 4,400,20,10,FALSE,HARD,2, 9,1.05418181419373,0.013,-6575.28479557276
 200,2,2,6, 4,400,20,10,FALSE,HARD,2, 9,0.758970022201538,0.035,-1672.63220834086
1000,2,2,6, 4,400,20,10,FALSE,HARD,2, 9,3.73002505302429,0.02,-8538.74455033044
 200,3,2,6, 4,400,20,10,FALSE,HARD,2, 9,1.37596607208252,0.025,-1672.00580964775
1000,3,2,6, 4,400,20,10,FALSE,HARD,2, 9,4.31645703315735,0.02,-8538.74455033044
 200,4,2,6, 4,400,20,10,FALSE,HARD,2, 9,0.445807933807373,0.04,-1674.65273056288
1000,4,2,6, 4,400,20,10,FALSE,HARD,2, 9,1.09108185768127,0.02,-8538.74455033044
 200,2,1,3,10,400,20,10,FALSE,HARD,2, 9,0.761963129043579,0.055,-2596.12813899191
1000,2,1,3,10,400,20,10,FALSE,HARD,2, 9,2.87431406974792,0.018,-13579.4964204899
 200,3,1,3,10,400,20,10,FALSE,HARD,2, 9,1.16889095306396,0.055,-2596.12813899191
1000,3,1,3,10,400,20,10,FALSE,HARD,2, 9,2.87531208992004,0.018,-13579.4964204899
 200,4,1,3,10,400,20,10,FALSE,HARD,2, 9,0.50664496421814,0.06,-2597.29443673836
1000,4,1,3,10,400,20,10,FALSE,HARD,2, 9,1.17785096168518,0.018,-13579.5369155482
 200,2,2,3,10,400,20,10,FALSE,HARD,2, 9,1.19480609893799,0.04,-2988.53936055947
1000,2,2,3,10,400,20,10,FALSE,HARD,2, 9,3.46194982528687,0.024,-15535.1672762077
 200,3,2,3,10,400,20,10,FALSE,HARD,2, 9,1.66012406349182,0.04,-2988.53936055946
1000,3,2,3,10,400,20,10,FALSE,HARD,2, 9,4.06612682342529,0.024,-15535.1672762078
 200,4,2,3,10,400,20,10,FALSE,HARD,2, 9,0.542548894882202,0.03,-2989.34318384989
1000,4,2,3,10,400,20,10,FALSE,HARD,2, 9,1.15889978408813,0.024,-15535.1672762078
 200,2,1,6,10,400,20,10,FALSE,HARD,2, 9,1.12683081626892,0.03,-2670.59429863325
1000,2,1,6,10,400,20,10,FALSE,HARD,2, 9,4.46511197090149,0.017,-14112.0806185021
 200,3,1,6,10,400,20,10,FALSE,HARD,2, 9,3.17719912528992,0.015,-2664.33405475305
1000,3,1,6,10,400,20,10,FALSE,HARD,2, 9,6.64886808395386,0.016,-14111.1381256059
 200,4,1,6,10,400,20,10,FALSE,HARD,2, 9,1.45012187957764,0.015,-2664.33405475305
1000,4,1,6,10,400,20,10,FALSE,HARD,2, 9,2.73169612884521,0.017,-14111.8422893357
 200,2,2,6,10,400,20,10,FALSE,HARD,2, 9,1.9517810344696,0.205,-3154.4412818529
1000,2,2,6,10,400,20,10,FALSE,HARD,2, 9,10.6076629161835,0.034,-16044.2950451637
 200,3,2,6,10,400,20,10,FALSE,HARD,2, 9,3.59289002418518,0.245,-3133.42356182581
1000,3,2,6,10,400,20,10,FALSE,HARD,2, 9,13.5238101482391,0.032,-16044.9475529311
 200,4,2,6,10,400,20,10,FALSE,HARD,2, 9,1.46433806419373,0.225,-3150.03571856797
1000,4,2,6,10,400,20,10,FALSE,HARD,2, 9,2.84040498733521,0.03,-16046.0150791437
 200,2,1,3, 4,1000,20,10,FALSE,HARD,2, 9,0.550528049468994,0.055,-1160.82977308457
1000,2,1,3, 4,1000,20,10,FALSE,HARD,2, 9,2.28588700294495,0.012,-5979.77335222466
 200,3,1,3, 4,1000,20,10,FALSE,HARD,2, 9,0.867679834365845,0.055,-1160.82977308457
1000,3,1,3, 4,1000,20,10,FALSE,HARD,2, 9,2.925950050354,0.012,-5979.77335222466
 200,4,1,3, 4,1000,20,10,FALSE,HARD,2, 9,0.448799848556519,0.055,-1161.14743754424
1000,4,1,3, 4,1000,20,10,FALSE,HARD,2, 9,1.31248998641968,0.012,-5979.77335222466
 200,2,2,3, 4,1000,20,10,FALSE,HARD,2, 9,0.912559986114502,0.03,-1565.60377166544
1000,2,2,3, 4,1000,20,10,FALSE,HARD,2, 9,3.73002481460571,0.02,-7941.98797368229
 200,3,2,3, 4,1000,20,10,FALSE,HARD,2, 9,1.13496398925781,0.03,-1565.60377166544
1000,3,2,3, 4,1000,20,10,FALSE,HARD,2, 9,4.54874706268311,0.02,-7941.98797368229
 200,4,2,3, 4,1000,20,10,FALSE,HARD,2, 9,0.450794219970703,0.03,-1565.60377166544
1000,4,2,3, 4,1000,20,10,FALSE,HARD,2, 9,1.42730188369751,0.02,-7941.98797368229
 200,2,1,6, 4,1000,20,10,FALSE,HARD,2, 9,0.747001886367798,0.14,-1377.25006710795
1000,2,1,6, 4,1000,20,10,FALSE,HARD,2, 9,3.17352080345154,0.012,-6575.52062849329
 200,3,1,6, 4,1000,20,10,FALSE,HARD,2, 9,2.15024995803833,0.02,-1282.06419360338
1000,3,1,6, 4,1000,20,10,FALSE,HARD,2, 9,5.62268805503845,0.013,-6575.28479557276
 200,4,1,6, 4,1000,20,10,FALSE,HARD,2, 9,1.06814408302307,0.02,-1282.06419360338
1000,4,1,6, 4,1000,20,10,FALSE,HARD,2, 9,2.6060311794281,0.013,-6575.28479557276
 200,2,2,6, 4,1000,20,10,FALSE,HARD,2, 9,1.78323101997375,0.025,-1672.00580964775
1000,2,2,6, 4,1000,20,10,FALSE,HARD,2, 9,8.77275204658508,0.02,-8538.74455033044
 200,3,2,6, 4,1000,20,10,FALSE,HARD,2, 9,3.07408094406128,0.025,-1672.00580964775
1000,3,2,6, 4,1000,20,10,FALSE,HARD,2, 9,10.9387419223785,0.02,-8538.74455033044
 200,4,2,6, 4,1000,20,10,FALSE,HARD,2, 9,1.0028247833252,0.04,-1674.65273056288
1000,4,2,6, 4,1000,20,10,FALSE,HARD,2, 9,2.82831192016602,0.02,-8538.74455033044
 200,2,1,3,10,1000,20,10,FALSE,HARD,2, 9,1.8101589679718,0.055,-2596.12813899191
1000,2,1,3,10,1000,20,10,FALSE,HARD,2, 9,7.16352295875549,0.018,-13579.4964204899
 200,3,1,3,10,1000,20,10,FALSE,HARD,2, 9,2.81313395500183,0.055,-2596.12813899191
1000,3,1,3,10,1000,20,10,FALSE,HARD,2, 9,7.35205698013306,0.018,-13579.4964204899
 200,4,1,3,10,1000,20,10,FALSE,HARD,2, 9,1.2905490398407,0.055,-2597.41353386733
1000,4,1,3,10,1000,20,10,FALSE,HARD,2, 9,2.80250597000122,0.018,-13579.5369155482
 200,2,2,3,10,1000,20,10,FALSE,HARD,2, 9,2.70632290840149,0.04,-2988.53936055946
1000,2,2,3,10,1000,20,10,FALSE,HARD,2, 9,8.37785792350769,0.024,-15535.1672762077
 200,3,2,3,10,1000,20,10,FALSE,HARD,2, 9,4.12647199630737,0.04,-2988.53936055946
1000,3,2,3,10,1000,20,10,FALSE,HARD,2, 9,10.1783249378204,0.024,-15535.1672762078
 200,4,2,3,10,1000,20,10,FALSE,HARD,2, 9,1.30650591850281,0.03,-2989.34318384989
1000,4,2,3,10,1000,20,10,FALSE,HARD,2, 9,3.11727690696716,0.024,-15535.1672762078
 200,2,1,6,10,1000,20,10,FALSE,HARD,2, 9,2.97895908355713,0.025,-2669.20728187786
1000,2,1,6,10,1000,20,10,FALSE,HARD,2, 9,11.0454630851746,0.017,-14112.0806185021
 200,3,1,6,10,1000,20,10,FALSE,HARD,2, 9,7.44943404197693,0.015,-2664.33405475305
1000,3,1,6,10,1000,20,10,FALSE,HARD,2, 9,15.8849420547485,0.016,-14111.1381256059
 200,4,1,6,10,1000,20,10,FALSE,HARD,2, 9,3.298180103302,0.015,-2664.33405475305
1000,4,1,6,10,1000,20,10,FALSE,HARD,2, 9,6.44365000724792,0.017,-14111.8422893357
 200,2,2,6,10,1000,20,10,FALSE,HARD,2, 9,4.66527605056763,0.295,-3150.54022752407
1000,2,2,6,10,1000,20,10,FALSE,HARD,2, 9,26.2477519512177,0.033,-16043.2768504371
 200,3,2,6,10,1000,20,10,FALSE,HARD,2, 9,9.20661997795105,0.135,-3079.9670143925
1000,3,2,6,10,1000,20,10,FALSE,HARD,2, 9,34.6469619274139,0.033,-16044.4499921084
 200,4,2,6,10,1000,20,10,FALSE,HARD,2, 9,3.34489989280701,0.135,-3079.9670143925
1000,4,2,6,10,1000,20,10,FALSE,HARD,2, 9,6.36144304275513,0.032,-16044.9475529311
 200,2,1,3, 4,400,20,10,FALSE,HARD,1,10,0.210354804992676,0.015,-1214.97042532291
1000,2,1,3, 4,400,20,10,FALSE,HARD,1,10,0.95697021484375,0.019,-6115.01809742241
 200,3,1,3, 4,400,20,10,FALSE,HARD,1,10,0.324133157730103,0.01,-1215.12235880232
1000,3,1,3, 4,400,20,10,FALSE,HARD,1,10,1.29453897476196,0.019,-6115.01809742242
 200,4,1,3, 4,400,20,10,FALSE,HARD,1,10,0.179519891738892,0.01,-1215.27199986973
1000,4,1,3, 4,400,20,10,FALSE,HARD,1,10,0.574464082717896,0.019,-6115.01809742242
 200,2,2,3, 4,400,20,10,FALSE,HARD,1,10,0.346073865890503,0.04,-1597.38318880417
1000,2,2,3, 4,400,20,10,FALSE,HARD,1,10,1.58978700637817,0.012,-8122.84106244873
 200,3,2,3, 4,400,20,10,FALSE,HARD,1,10,0.533573150634766,0.04,-1597.38318880417
1000,3,2,3, 4,400,20,10,FALSE,HARD,1,10,1.76627707481384,0.012,-8122.84106244873
 200,4,2,3, 4,400,20,10,FALSE,HARD,1,10,0.191486835479736,0.04,-1597.38318880417
1000,4,2,3, 4,400,20,10,FALSE,HARD,1,10,0.583440065383911,0.012,-8122.84106244873
 200,2,1,6, 4,400,20,10,FALSE,HARD,1,10,0.349066972732544,0.155,-1406.20928135114
1000,2,1,6, 4,400,20,10,FALSE,HARD,1,10,1.36534786224365,0.157,-7125.79259047602
 200,3,1,6, 4,400,20,10,FALSE,HARD,1,10,0.847733020782471,0.015,-1315.37390193777
1000,3,1,6, 4,400,20,10,FALSE,HARD,1,10,2.2280421257019,0.008,-6738.34879096093
 200,4,1,6, 4,400,20,10,FALSE,HARD,1,10,0.384970188140869,0.015,-1315.37390193777
1000,4,1,6, 4,400,20,10,FALSE,HARD,1,10,0.971401929855347,0.008,-6738.34879096093
 200,2,2,6, 4,400,20,10,FALSE,HARD,1,10,0.73013710975647,0.05,-1682.88044507911
1000,2,2,6, 4,400,20,10,FALSE,HARD,1,10,3.9017961025238,0.034,-8680.16683099672
 200,3,2,6, 4,400,20,10,FALSE,HARD,1,10,1.28955101966858,0.05,-1682.88044507911
1000,3,2,6, 4,400,20,10,FALSE,HARD,1,10,4.45113182067871,0.034,-8680.16683099673
 200,4,2,6, 4,400,20,10,FALSE,HARD,1,10,0.438826084136963,0.05,-1685.74436575758
1000,4,2,6, 4,400,20,10,FALSE,HARD,1,10,1.09826397895813,0.034,-8680.16683099673
 200,2,1,3,10,400,20,10,FALSE,HARD,1,10,0.723065853118896,0.015,-2683.21966592804
1000,2,1,3,10,400,20,10,FALSE,HARD,1,10,2.85373711585999,0.021,-13646.8307484218
 200,3,1,3,10,400,20,10,FALSE,HARD,1,10,1.26162600517273,0.015,-2683.21966592804
1000,3,1,3,10,400,20,10,FALSE,HARD,1,10,3.46672916412354,0.021,-13646.8765492161
 200,4,1,3,10,400,20,10,FALSE,HARD,1,10,0.558101892471313,0.01,-2684.131628057
1000,4,1,3,10,400,20,10,FALSE,HARD,1,10,1.20178604125977,0.022,-13647.2802346673
 200,2,2,3,10,400,20,10,FALSE,HARD,1,10,1.12798285484314,0.05,-3054.0118391107
1000,2,2,3,10,400,20,10,FALSE,HARD,1,10,3.35853099822998,0.008,-15665.1602407773
 200,3,2,3,10,400,20,10,FALSE,HARD,1,10,1.72339081764221,0.05,-3054.0118391107
1000,3,2,3,10,400,20,10,FALSE,HARD,1,10,3.64362215995789,0.008,-15665.1602407773
 200,4,2,3,10,400,20,10,FALSE,HARD,1,10,0.574463844299316,0.05,-3054.0118391107
1000,4,2,3,10,400,20,10,FALSE,HARD,1,10,1.25364804267883,0.008,-15665.1602407773
