n,algorithm,scenario,k,p,q,var,sep.means,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,11,23.0689430236816,0.0466666666666667,168.758123759666
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,11,155.282775163651,0.0225,477.392027606628
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,11,117.331933021545,0.406666666666667,167.176125667327
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,11,768.973942041397,0.1475,478.686196369145
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,12,6.20742011070251,0.42,168.734072705642
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,12,35.7644958496094,0.2025,484.272764665975
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,12,6.39241194725037,0.12,169.991827897985
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,12,37.0629329681396,0.0425,482.5129318454
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,12,29.1841251850128,0.346666666666667,168.12793162308
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,12,180.506281137466,0.095,483.558086515397
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,12,6.12811994552612,0.42,168.734072705642
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,12,36.4770390987396,0.2025,484.272764665975
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,12,6.2612841129303,0.12,169.991827897985
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,12,36.1448619365692,0.0425,482.5129318454
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,12,29.4827010631561,0.346666666666667,168.12793162308
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,12,179.071331977844,0.095,483.558086515397
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,12,23.8103849887848,0.346666666666667,168.12793162308
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,12,141.13790512085,0.095,483.558086515397
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,12,23.4937210083008,0.04,169.584814818101
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,12,144.217998027802,0.0675,482.59308231815
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,12,119.005111932755,0.346666666666667,168.12793162308
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,12,728.217309951782,0.095,483.558086515397
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,12,23.528697013855,0.346666666666667,168.12793162308
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,12,142.061527967453,0.095,483.558086515397
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,12,23.8722250461578,0.04,169.584814818101
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,12,144.885101079941,0.0675,482.59308231815
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,12,117.10883307457,0.346666666666667,168.12793162308
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,12,724.370659828186,0.095,483.558086515397
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,12,6.26276183128357,0.42,168.734072705642
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,12,36.6281471252441,0.2025,484.272764665975
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,12,6.2508020401001,0.12,169.991827897985
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,12,36.3893280029297,0.0425,482.5129318454
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,12,29.5106489658356,0.346666666666667,168.12793162308
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,12,180.306613922119,0.095,483.558086515397
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,12,6.03885197639465,0.42,168.734072705642
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,12,36.4306900501251,0.2025,484.272764665975
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,12,6.40239191055298,0.12,169.991827897985
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,12,37.4230170249939,0.0425,482.5129318454
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,12,29.5658791065216,0.346666666666667,168.12793162308
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,12,162.565464019775,0.095,483.558086515397
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,12,18.2532470226288,0.346666666666667,168.12793162308
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,12,143.387320995331,0.095,483.558086515397
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,12,23.9714829921722,0.04,169.584814818101
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,12,146.238659143448,0.0675,482.59308231815
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,12,117.790045022964,0.346666666666667,168.12793162308
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,12,727.544033050537,0.095,483.558086515397
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,12,23.2744059562683,0.346666666666667,168.12793162308
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,12,140.786851167679,0.095,483.558086515397
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,12,22.9087889194489,0.04,169.584814818101
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,12,144.132302999496,0.0675,482.59308231815
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,12,114.681585073471,0.346666666666667,168.12793162308
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,12,727.016701936722,0.095,483.558086515397
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,13,6.0697910785675,0.506666666666667,167.749001984313
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,13,37.1453070640564,0.14,480.859414557191
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,13,5.80333805084229,0.0466666666666667,168.87053518185
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,13,37.4798729419708,0.0725,480.122999831023
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,13,29.2957608699799,0.386666666666667,167.496944162952
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,13,187.700424909592,0.195,480.787088966619
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,13,6.31765389442444,0.506666666666667,167.749001984313
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,13,37.0440909862518,0.14,480.859414557191
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,13,6.18496704101562,0.0466666666666667,168.87053518185
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,13,38.5295429229736,0.0725,480.122999831023
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,13,29.6662230491638,0.386666666666667,167.496944162952
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,13,189.13924908638,0.195,480.787088966619
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,13,24.0099120140076,0.506666666666667,167.749001984313
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,13,150.302562952042,0.195,480.787088966619
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,13,24.0308878421783,0.0133333333333333,168.878622216073
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,13,151.977041959763,0.0625,479.659303457934
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,13,116.80281996727,0.386666666666667,167.496944162952
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,13,751.241524934769,0.0725,480.560255414439
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,13,23.4533278942108,0.506666666666667,167.749001984313
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,13,152.520302057266,0.195,480.787088966619
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,13,23.8822288513184,0.0133333333333333,168.878622216073
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,13,151.329244852066,0.0625,479.659303457934
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,13,116.20349407196,0.386666666666667,167.496944162952
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,13,749.351442098618,0.0725,480.560255414439
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,13,5.64094805717468,0.506666666666667,167.749001984313
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,13,37.2110631465912,0.14,480.859414557191
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,13,5.96907687187195,0.0466666666666667,168.87053518185
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,13,38.2519559860229,0.0725,480.122999831023
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,13,29.6113591194153,0.386666666666667,167.496944162952
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,13,187.219616889954,0.195,480.787088966619
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,13,5.47238302230835,0.506666666666667,167.749001984313
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,13,38.2054369449615,0.14,480.859414557191
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,13,5.56511807441711,0.0466666666666667,168.87053518185
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,13,37.7292568683624,0.0725,480.122999831023
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,13,29.6542730331421,0.386666666666667,167.496944162952
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,13,188.593170881271,0.195,480.787088966619
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,13,24.0432660579681,0.506666666666667,167.749001984313
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,13,151.687023878098,0.195,480.787088966619
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,13,24.2581911087036,0.0133333333333333,168.878622216073
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,13,152.769903182983,0.0625,479.659303457934
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,13,109.413541078568,0.386666666666667,167.496944162952
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,13,516.818652868271,0.0725,480.560255414439
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,13,13.8817458152771,0.506666666666667,167.749001984313
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,13,90.9094541072845,0.195,480.787088966619
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,13,13.9390540122986,0.0133333333333333,168.878622216073
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,13,150.338249921799,0.0625,479.659303457934
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,13,116.650195121765,0.386666666666667,167.496944162952
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,13,749.589215040207,0.0725,480.560255414439
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,14,6.01392006874084,0.306666666666667,169.119361811334
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,14,40.6687309741974,0.1525,480.659198388646
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,14,6.11265301704407,0.0266666666666667,168.911189499966
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,14,39.2507889270782,0.08,478.931036288341
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,14,27.463604927063,0.413333333333333,168.745382101204
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,14,190.821478843689,0.1025,480.098143678779
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,14,5.4030590057373,0.306666666666667,169.119361811334
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,14,38.9169149398804,0.1525,480.659198388646
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,14,5.69328117370605,0.0266666666666667,168.911189499966
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,14,39.1514201164246,0.08,478.931036288341
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,14,27.4182097911835,0.413333333333333,168.745382101204
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,14,190.591332912445,0.1025,480.098143678779
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,14,22.8602678775787,0.333333333333333,168.955616519199
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,14,150.376702070236,0.155,480.418956717346
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,14,22.908872127533,0.02,168.855991887237
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,14,149.487464904785,0.0875,478.651690949893
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,14,106.023353099823,0.36,167.385961246579
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,14,778.023509979248,0.3475,478.757222790238
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,14,22.3392930030823,0.333333333333333,168.955616519199
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,14,151.069100856781,0.155,480.418956717346
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,14,22.5099220275879,0.02,168.855991887237
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,14,153.711663007736,0.0875,478.651690949893
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,14,110.239701986313,0.36,167.385961246579
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,14,775.620784044266,0.3475,478.757222790238
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,14,5.53120899200439,0.306666666666667,169.119361811334
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,14,39.4860310554504,0.1525,480.659198388646
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,14,5.75261688232422,0.0266666666666667,168.911189499966
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,14,38.7440350055695,0.08,478.931036288341
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,14,27.6485989093781,0.413333333333333,168.745382101204
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,14,188.90420794487,0.1025,480.098143678779
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,14,5.5092670917511,0.306666666666667,169.119361811334
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,14,38.8556551933289,0.1525,480.659198388646
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,14,5.85635590553284,0.0266666666666667,168.911189499966
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,14,40.0455391407013,0.08,478.931036288341
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,14,28.0889251232147,0.413333333333333,168.745382101204
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,14,188.75963306427,0.1025,480.098143678779
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,14,22.4455449581146,0.333333333333333,168.955616519199
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,14,149.098265171051,0.155,480.418956717346
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,14,22.5463130474091,0.02,168.855991887237
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,14,152.245517969131,0.0875,478.651690949893
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,14,110.891669034958,0.36,167.385961246579
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,14,779.007929801941,0.3475,478.757222790238
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,14,22.6210379600525,0.333333333333333,168.955616519199
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,14,149.562736988068,0.155,480.418956717346
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,14,22.9362149238586,0.02,168.855991887237
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,14,151.787535905838,0.0875,478.651690949893
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,14,107.478708028793,0.36,167.385961246579
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,14,544.589914798737,0.3475,478.757222790238
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,15,3.25232100486755,0.38,168.020173738707
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,15,23.0532550811768,0.1225,479.979056598683
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,15,3.32412314414978,0.02,168.981744748714
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,15,23.4025409221649,0.0625,478.97219347633
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,15,17.0836389064789,0.38,168.020173738707
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,15,109.380970954895,0.1225,479.979056598683
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,15,5.72572207450867,0.38,168.020173738707
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,15,36.044193983078,0.1225,479.979056598683
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,15,5.49930906295776,0.02,168.981744748714
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,15,39.1373920440674,0.0625,478.97219347633
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,15,28.7322590351105,0.38,168.020173738707
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,15,188.832341909409,0.1225,479.979056598683
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,15,22.8943018913269,0.38,168.020173738707
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,15,149.281368017197,0.1225,479.979056598683
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,15,23.6130149364471,0.0466666666666667,169.077205353493
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,15,152.373420953751,0.095,478.899662554858
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,15,112.40015912056,0.386666666666667,166.861840777507
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,15,757.184725999832,0.1225,479.979056598683
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,15,23.2149679660797,0.38,168.020173738707
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,15,148.178478956223,0.1225,479.979056598683
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,15,23.4289479255676,0.0466666666666667,169.077205353493
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,15,151.752446889877,0.095,478.899662554858
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,15,115.048147916794,0.386666666666667,166.861840777507
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,15,750.210850954056,0.1225,479.979056598683
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,15,5.68082308769226,0.38,168.020173738707
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,15,37.921667098999,0.1225,479.979056598683
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,15,5.71373581886292,0.02,168.981744748714
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,15,38.9529790878296,0.0625,478.97219347633
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,15,28.5387091636658,0.38,168.020173738707
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,15,188.408345937729,0.1225,479.979056598683
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,15,5.65548491477966,0.38,168.020173738707
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,15,38.5285658836365,0.1225,479.979056598683
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,15,5.44344401359558,0.02,168.981744748714
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,15,38.3355891704559,0.0625,478.97219347633
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,15,29.7802979946136,0.38,168.020173738707
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,15,186.989113092422,0.1225,479.979056598683
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,15,22.8375160694122,0.38,168.020173738707
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,15,148.15185213089,0.1225,479.979056598683
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,15,22.7342338562012,0.0466666666666667,169.077205353493
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,15,149.829807043076,0.095,478.899662554858
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,15,112.25547003746,0.386666666666667,166.861840777507
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,15,743.068645000458,0.1225,479.979056598683
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,15,22.4001319408417,0.38,168.020173738707
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,15,148.966803073883,0.1225,479.979056598683
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,15,23.6274099349976,0.0466666666666667,169.077205353493
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,15,148.64245891571,0.095,478.899662554858
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,15,112.56935095787,0.386666666666667,166.861840777507
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,15,751.11949300766,0.1225,479.979056598683
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,16,5.40109920501709,0.34,166.979844527473
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,16,35.8068730831146,0.14,479.895439188739
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,16,6.04035401344299,0.0133333333333333,168.556035694076
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,16,36.5943329334259,0.035,478.184222986059
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,16,29.198478937149,0.34,166.979844527473
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,16,184.655115842819,0.345,479.47405898825
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,16,5.65342283248901,0.34,166.979844527473
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,16,35.6652088165283,0.14,479.895439188739
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,16,5.92866110801697,0.0133333333333333,168.556035694076
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,16,36.623929977417,0.035,478.184222986059
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,16,29.3281021118164,0.34,166.979844527473
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,16,188.109532117844,0.345,479.47405898825
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,16,22.7750370502472,0.34,166.979844527473
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,16,138.563793897629,0.345,479.47405898825
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,16,22.7801551818848,0.0133333333333333,168.574513889993
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,16,146.78427195549,0.0325,478.203795799443
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,16,117.252064943314,0.34,166.979844527473
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,16,725.242256164551,0.355,478.859670131112
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,16,23.0329029560089,0.34,166.979844527473
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,16,146.893877029419,0.345,479.47405898825
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,16,24.3363690376282,0.0133333333333333,168.574513889993
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,16,151.104291915894,0.0325,478.203795799443
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,16,115.21514081955,0.34,166.979844527473
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,16,729.031074047089,0.355,478.859670131112
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,16,5.71224594116211,0.34,166.979844527473
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,16,35.3241240978241,0.14,479.895439188739
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,16,5.87229681015015,0.0133333333333333,168.556035694076
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,16,36.1269559860229,0.035,478.184222986059
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,16,29.3812890052795,0.34,166.979844527473
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,16,185.327789068222,0.345,479.47405898825
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,16,5.48783588409424,0.34,166.979844527473
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,16,35.6532480716705,0.14,479.895439188739
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,16,6.09620499610901,0.0133333333333333,168.556035694076
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,16,35.3015961647034,0.035,478.184222986059
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,16,29.2618079185486,0.34,166.979844527473
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,16,184.965918064117,0.345,479.47405898825
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,16,22.9257550239563,0.34,166.979844527473
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,16,147.697989940643,0.345,479.47405898825
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,16,22.8529539108276,0.0133333333333333,168.574513889993
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,16,147.972873926163,0.0325,478.203795799443
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,16,118.668489933014,0.34,166.979844527473
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,16,727.792976856232,0.355,478.859670131112
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,16,23.2204601764679,0.34,166.979844527473
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,16,146.888659954071,0.345,479.47405898825
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,16,23.6443409919739,0.0133333333333333,168.574513889993
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,16,148.995712041855,0.0325,478.203795799443
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,16,117.354032039642,0.34,166.979844527473
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,16,730.618817090988,0.355,478.859670131112
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,17,5.90092515945435,0.353333333333333,169.922529122205
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,17,35.8043320178986,0.3075,483.119060422631
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,17,5.91669082641602,0.0266666666666667,169.546201706028
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,17,35.8667149543762,0.0875,481.783929617654
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,17,29.7689340114594,0.433333333333333,169.080504177474
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,17,185.336462974548,0.3225,482.080148172473
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,17,5.78404092788696,0.353333333333333,169.922529122205
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,17,35.4756829738617,0.3075,483.119060422631
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,17,5.82296991348267,0.0266666666666667,169.546201706028
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,17,35.7752389907837,0.0875,481.783929617654
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,17,30.4147942066193,0.433333333333333,169.080504177474
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,17,186.26685500145,0.3225,482.080148172473
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,17,23.588968038559,0.393333333333333,169.133451661162
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,17,146.044855117798,0.11,482.588048309566
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,17,23.9893970489502,0.0533333333333333,169.794006700215
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,17,149.458754062653,0.015,480.941933327533
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,17,119.310983896255,0.346666666666667,168.456997602244
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,17,588.209906101227,0.3225,482.080148172473
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,17,14.6064460277557,0.393333333333333,169.133451661162
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,17,90.7469758987427,0.11,482.588048309566
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,17,13.9561958312988,0.0533333333333333,169.794006700215
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,17,89.9010469913483,0.015,480.941933327533
